ST # ,ROAD,PC,WARD,PLAN,LOT,CONTRACTOR ,BLG TYPE ,MUNICIPALITY ,DESCRIPTION,D.U.,VALUE,FT2,PERMIT#,APPL. TYPE,ISSUED DATE
54  ,MARLOWE CRES ,K1S1H6,Ward 17,M45,199,MAGNOLIA CONSTRUCTION,Single,Old Ottawa,Interior alterations in the basement of a 3 storey detached dwelling (remove & replace structural beam),0.0,500.0,15.0,2300102.0,Construction,2023-01-11 12:56:21
173  ,FINN CRT ,K1V2C9,Ward 18,4M-1235,43,OSSOM RENOVATIONS,Single,Old Ottawa,Interior alterations in a 2 storey detached dwelling (add 2nd sink in bathroom),0.0,1000.0,61.0,2300103.0,Construction,2023-01-11 14:21:42
1455  ,HEATHERINGTON RD ,K1V8Z4,Ward 10,446,1,ANEW ELECTRICAL CONTRACTING LTD.,Apartment,Old Ottawa,Interiors alterations to a 14 storey apartment building (Fire Alarm System),0.0,609000.0,10.0,2300104.0,Construction,2023-01-11 15:15:25
150  ,"LOUIS-PASTEUR, PRIVE  ",K1N6N5,Ward 12,4M-,,CONTRACTOR UNKNOWN,Institutional,Old Ottawa,Interior alterations to a 3 storey institutional building,0.0,106850.0,3229.17,2300106.0,Construction,2023-01-11 15:51:36
99  ,BANK ST ,K1P6B9,Ward 14,CCP 417,,CONTRACTOR UNKNOWN,Office,Old Ottawa,Tenant fit up on the 6th floor of a 15 storey office building,0.0,306990.0,2400.35,2300107.0,Construction,2023-01-11 16:00:02
1181  ,GREENBANK RD ,K2J5V9,Ward 24,4M-,16,CONTRACTOR UNKNOWN,Retail,Nepean,Interior alterations to a 1 storey restaurant (Five Guys),0.0,170000.0,2228.0,2300108.0,Construction,2023-01-12 08:48:53
216  ,COOPER ST ,K2P0G4,Ward 14,12281,56,CONTRACTOR UNKNOWN,Detached Garage/Shed,Old Ottawa,"Construct a 1 storey detached accessory building (canopy, rear yard)",0.0,20000.0,581.25,2300109.0,Construction,2023-01-12 09:11:57
1385  ,WOODROFFE AVE ,K2G1V8,Ward 8,4M-,34,CONTRACTOR UNKNOWN,Institutional,Nepean,Interior alterations to a 3 storey institutional building (fire alarm upgrades - Building A),0.0,500000.0,0.0,2300110.0,Construction,2023-01-12 11:08:47
335  ,RYWALK CIR ,K1T0C7,Ward 10,4M-1339,53,CONTRACTOR UNKNOWN,Single,Old Ottawa,Construct a 3 season sunroom (rear yard) & exterior basement staircase (side yard) to a 2 storey detached dwelling,0.0,40000.0,300.0,2300111.0,Construction,2023-01-12 11:54:37
1602  ,TELESAT CRT ,K1B1B1,Ward 11,,PT LOT 21,P.Y. LALONDE LTD/LTEE,Office,Gloucester,Interior alterations to a 4 storey office building (Children's Aid Society of Ottawa Carleton),0.0,42357.0,1786.81,2300113.0,Construction,2023-01-12 13:16:54
723  ,EAGLE CREST HTS ,K2S0T1,Ward 6,4M1431,8,CN AQUATICS,Single,Goulbourn,Install an enclosure for an inground pool (rear yard),0.0,0.0,0.0,2300114.0,Pool Enclosure,2023-01-12 13:33:17
158  ,BRIDLEWOOD DR ,K2M1W7,Ward 23,4M-738,36,CONTRACTOR UNKNOWN,Single,Kanata,Finish the basement in a 2 storey detached dwelling,0.0,37176.0,800.0,2300115.0,Construction,2023-01-12 14:16:38
49  ,ROUNDHAY DR ,K2G1B6,Ward 9,378655,147,CONTRACTOR UNKNOWN,Single,Nepean,Construct an addition to a 1 storey detached dwelling (rear yard),0.0,50000.0,420.0,2300116.0,Construction,2023-01-12 14:22:03
217  ,FIDDLER'S GREEN TERR ,K0A1B0,Ward 21,4M-1632,27,CN AQUATICS,Single,Goulbourn,Install an enclosure for an inground pool (rear yard),0.0,0.0,0.0,2300117.0,Pool Enclosure,2023-01-12 15:00:01
2121  ,CARLING AVE ,K2A1H2,Ward 7,316039,,CONTRACTOR UNKNOWN,Retail,Old Ottawa,Exterior alterations to a 2 storey retail building (northwest parking garage repairs),0.0,220000.0,2000.0,2300118.0,Construction,2023-01-13 09:14:07
2121  ,CARLING AVE ,K2A1H2,Ward 7,316039,,CONTRACTOR UNKNOWN,Retail,Old Ottawa,Exterior alterations to a 2 storey retail building (northeast parking garage repairs),0.0,220000.0,2000.0,2300119.0,Construction,2023-01-13 09:42:21
25  ,KINVER PRIV ,K2C0W9,Ward 8,,,UNIFORM URBAN DEVELOPMENTS LTD.,Rowhouse,Old Ottawa,"Construct a 2 Storey Rowhouse with attached garages  Models: The Palmer Unit C2 2016,The Minden 2017 F1,The Minden 2017 F1,The Carling Unit D 2016",4.0,904044.0,6951.0,2300120.0,Construction,2023-01-13 09:52:54
27  ,KINVER PRIV ,K2C0W9,Ward 8,,,UNIFORM URBAN DEVELOPMENTS LTD.,Rowhouse,Old Ottawa,"Construct a 2 Storey Rowhouse with attached garages  Models: The Palmer Unit C2 2016,The Minden 2017 F1,The Minden 2017 F1,The Carling Unit D 2016",4.0,904044.0,6951.0,2300120.0,Construction,2023-01-13 09:52:54
29  ,KINVER PRIV ,K2C0W9,Ward 8,,,UNIFORM URBAN DEVELOPMENTS LTD.,Rowhouse,Old Ottawa,"Construct a 2 Storey Rowhouse with attached garages  Models: The Palmer Unit C2 2016,The Minden 2017 F1,The Minden 2017 F1,The Carling Unit D 2016",4.0,904044.0,6951.0,2300120.0,Construction,2023-01-13 09:52:54
31  ,KINVER PRIV ,K2C0W9,Ward 8,,,UNIFORM URBAN DEVELOPMENTS LTD.,Rowhouse,Old Ottawa,"Construct a 2 Storey Rowhouse with attached garages  Models: The Palmer Unit C2 2016,The Minden 2017 F1,The Minden 2017 F1,The Carling Unit D 2016",4.0,904044.0,6951.0,2300120.0,Construction,2023-01-13 09:52:54
2250  ,TORQUAY AVE ,K2C1J3,Ward 8,4M-,,CONTRACTOR UNKNOWN,Institutional,Old Ottawa,Interior alterations in a 2 storey recreational building (Pinecrest Recreation Complex),0.0,32000.0,162.0,2300121.0,Construction,2023-01-13 10:06:53
2492  ,REGINA ST ,K2B6X5,Ward 7,408456,30,EVOQUE CONSTRUCTION,Semi - Detached,Old Ottawa,Interior alterations to a 2 storey semi-detached dwelling (remove a load-bearing wall),0.0,39065.28,162.0,2300122.0,Construction,2023-01-13 11:45:50
59  ,BEAMISH CRES ,K2K2R7,Ward 4,4M-744,124,CONTRACTOR UNKNOWN,Single,Kanata,Interior alterations in a 2 storey detached dwelling (remove load bearing wall),0.0,8500.0,100.0,2300123.0,Construction,2023-01-13 12:27:16
50  ,RIDEAU ST ,K1N5W8,Ward 12,3922,1 TO 10 67,CONTRACTOR UNKNOWN,Retail,Old Ottawa,"Interior alterations on the 3rd and 4th floors of a 4 storey retail building (base building work, CF Rideau Centre)",0.0,1962900.0,20333.03,2300124.0,Construction,2023-01-13 13:20:57
4182  ,WOLFE POINT WAY ,K1V1P5,Ward 22,4M-1013,56,CONTRACTOR UNKNOWN,Single,Gloucester,Interior alterations in a 2 storey detached dwelling (remove load-bearing wall),0.0,18000.0,1.0,2300125.0,Construction,2023-01-13 14:44:58
1227  ,MAITLAND AVE ,K2C2C4,Ward 8,347549,222,***CONTRACTOR***,Semi - Detached,Old Ottawa,Construct a secondary dwelling unit in the basement of a 1 storey semi-detached dwelling,1.0,5000.0,900.0,2300126.0,Construction,2023-01-13 15:26:01
1210  ,ST. MORITZ CRT ,K1C2B3,Ward 2,M-171,492,SITKA CARPENTRY,Single,Gloucester,Finish the basement of 2 storey detached dwelling,0.0,45000.0,646.0,2300127.0,Construction,2023-01-13 15:29:25
37  ,RODEO DR ,K2J4Z5,Ward 24,4M-1079,,CLUB PISCINE,Single,Nepean,Install an enclosure for an above ground pool (rear yard),0.0,0.0,0.0,2300128.0,Pool Enclosure,2023-01-16 08:52:39
1601 B ,8TH LINE RD ,,Ward 20,,8,CONTRACTOR UNKNOWN,Single,Osgoode,Construct an addition for a secondary dwelling unit in a 1 storey detached dwelling,1.0,149067.74,802.0,2300129.0,Construction,2023-01-16 09:19:47
416  ,GAELIC GLEN RIDGE ,K0A1B0,Ward 21,4M1632,20,CN AQUATICS,Single,Goulbourn,Install an enclosure for an in ground pool (rear yard),0.0,0.0,0.0,2300130.0,Pool Enclosure,2023-01-16 09:34:12
306  ,SELBY AVE ,K1Z6R1,Ward 15,267,46,***CONTRACTOR***,Single,Old Ottawa,Construct a 3 storey detached dwelling,1.0,520436.0,2800.0,2300131.0,Construction,2023-01-16 09:37:01
68  ,PONTIAC ST ,K1Y2K1,Ward 15,219,7,OTTER ENERGY,Single,Old Ottawa,Install solar panels on the roof of a 2 storey detached dwelling,0.0,900.0,506.0,2300133.0,Construction,2023-01-16 09:58:08
801  ,CERULEAN WAY ,K1C1T1,Ward 19,,,GLENVIEW HOMES (INNES) LTD.,Rowhouse,Gloucester,"Construct a 2 Storey Rowhouse with attached garages  Models: TH-3 Willow 2022 - Elev F,TH-2 Elm 2022 Elev F Mid,TH-4 2022 Mid F,TH-2 Elm 2022 Elev F Mid,TH-1 Mulberry 2022 Elev F,TH-4 2022 End F",6.0,1281831.0,9855.0,2300136.0,Construction,2023-01-16 13:04:18
803  ,CERULEAN WAY ,K1W0M7,Ward 19,,,GLENVIEW HOMES (INNES) LTD.,Rowhouse,Gloucester,"Construct a 2 Storey Rowhouse with attached garages  Models: TH-3 Willow 2022 - Elev F,TH-2 Elm 2022 Elev F Mid,TH-4 2022 Mid F,TH-2 Elm 2022 Elev F Mid,TH-1 Mulberry 2022 Elev F,TH-4 2022 End F",6.0,1281831.0,9855.0,2300136.0,Construction,2023-01-16 13:04:18
805  ,CERULEAN WAY ,K1W0M7,Ward 19,,,GLENVIEW HOMES (INNES) LTD.,Rowhouse,Gloucester,"Construct a 2 Storey Rowhouse with attached garages  Models: TH-3 Willow 2022 - Elev F,TH-2 Elm 2022 Elev F Mid,TH-4 2022 Mid F,TH-2 Elm 2022 Elev F Mid,TH-1 Mulberry 2022 Elev F,TH-4 2022 End F",6.0,1281831.0,9855.0,2300136.0,Construction,2023-01-16 13:04:18
807  ,CERULEAN WAY ,K1C1T1,Ward 19,,,GLENVIEW HOMES (INNES) LTD.,Rowhouse,Gloucester,"Construct a 2 Storey Rowhouse with attached garages  Models: TH-3 Willow 2022 - Elev F,TH-2 Elm 2022 Elev F Mid,TH-4 2022 Mid F,TH-2 Elm 2022 Elev F Mid,TH-1 Mulberry 2022 Elev F,TH-4 2022 End F",6.0,1281831.0,9855.0,2300136.0,Construction,2023-01-16 13:04:18
809  ,CERULEAN WAY ,K1C1T1,Ward 19,,,GLENVIEW HOMES (INNES) LTD.,Rowhouse,Gloucester,"Construct a 2 Storey Rowhouse with attached garages  Models: TH-3 Willow 2022 - Elev F,TH-2 Elm 2022 Elev F Mid,TH-4 2022 Mid F,TH-2 Elm 2022 Elev F Mid,TH-1 Mulberry 2022 Elev F,TH-4 2022 End F",6.0,1281831.0,9855.0,2300136.0,Construction,2023-01-16 13:04:18
811  ,CERULEAN WAY ,K1C1T1,Ward 19,,,GLENVIEW HOMES (INNES) LTD.,Rowhouse,Gloucester,"Construct a 2 Storey Rowhouse with attached garages  Models: TH-3 Willow 2022 - Elev F,TH-2 Elm 2022 Elev F Mid,TH-4 2022 Mid F,TH-2 Elm 2022 Elev F Mid,TH-1 Mulberry 2022 Elev F,TH-4 2022 End F",6.0,1281831.0,9855.0,2300136.0,Construction,2023-01-16 13:04:18
169  ,HIDDEN LAKE CRES ,K0A1L0,Ward 5,4M-1184,15,CONTRACTOR UNKNOWN,Single,West Carleton,Finish basement in a 2 storey detached dwelling,0.0,59992.77,1291.0,2300137.0,Construction,2023-01-16 13:13:15
813  ,CERULEAN WAY ,K1C1T1,Ward 19,,,GLENVIEW HOMES (INNES) LTD.,Rowhouse,Gloucester,"Construct a 2 Storey Rowhouse with attached garages  Models: TH-2 Elm 2022 Elev E End,TH-4 2022 Mid E,TH-1 Mulberry 2022 Elev E,TH-2 Elm 2022 Elev E Mid,TH-3 Willow 2022 - Elev E",5.0,1066191.0,8197.0,2300138.0,Construction,2023-01-16 13:25:21
815  ,CERULEAN WAY ,K1C1T1,Ward 19,,,GLENVIEW HOMES (INNES) LTD.,Rowhouse,Gloucester,"Construct a 2 Storey Rowhouse with attached garages  Models: TH-2 Elm 2022 Elev E End,TH-4 2022 Mid E,TH-1 Mulberry 2022 Elev E,TH-2 Elm 2022 Elev E Mid,TH-3 Willow 2022 - Elev E",5.0,1066191.0,8197.0,2300138.0,Construction,2023-01-16 13:25:21
817  ,CERULEAN WAY ,K1C1T1,Ward 19,,,GLENVIEW HOMES (INNES) LTD.,Rowhouse,Gloucester,"Construct a 2 Storey Rowhouse with attached garages  Models: TH-2 Elm 2022 Elev E End,TH-4 2022 Mid E,TH-1 Mulberry 2022 Elev E,TH-2 Elm 2022 Elev E Mid,TH-3 Willow 2022 - Elev E",5.0,1066191.0,8197.0,2300138.0,Construction,2023-01-16 13:25:21
819  ,CERULEAN WAY ,K1C1T1,Ward 19,,,GLENVIEW HOMES (INNES) LTD.,Rowhouse,Gloucester,"Construct a 2 Storey Rowhouse with attached garages  Models: TH-2 Elm 2022 Elev E End,TH-4 2022 Mid E,TH-1 Mulberry 2022 Elev E,TH-2 Elm 2022 Elev E Mid,TH-3 Willow 2022 - Elev E",5.0,1066191.0,8197.0,2300138.0,Construction,2023-01-16 13:25:21
821  ,CERULEAN WAY ,K1C1T1,Ward 19,,,GLENVIEW HOMES (INNES) LTD.,Rowhouse,Gloucester,"Construct a 2 Storey Rowhouse with attached garages  Models: TH-2 Elm 2022 Elev E End,TH-4 2022 Mid E,TH-1 Mulberry 2022 Elev E,TH-2 Elm 2022 Elev E Mid,TH-3 Willow 2022 - Elev E",5.0,1066191.0,8197.0,2300138.0,Construction,2023-01-16 13:25:21
132  ,KERSCOTT HEIGHTS WAY ,K0A1T0,Ward 5,4M-768,15,HARDING THE FIREPLACE,Single,West Carleton,Install a wood burning insert in a 2 storey detached dwelling,0.0,9000.0,0.0,2300139.0,Construction,2023-01-16 14:14:25
6145  ,"LARIVIERE, CROIS  ",K1W1C6,Ward 19,4M-791,41,KUMAR CONSTRUCTION,Single,Gloucester,Interior alterations on the 1st floor of a 2 storey detached dwelling (remove load bearing wall),0.0,5000.0,0.0,2300140.0,Construction,2023-01-16 15:15:29
67  ,LEES AVE ,K1S0B8,Ward 17,150,PT LOT 6,"POWER, MIKE",Rowhouse,Old Ottawa,Finish the basement in a 2 storey rowhouse,0.0,27510.24,592.0,2300142.0,Construction,2023-01-17 10:00:38
125  ,PRINCE ALBERT ST ,K1K1Z9,Ward 13,341,167/168,CONTRACTOR UNKNOWN,Demolition,Old Ottawa,Demolish 2 storey detached dwelling,-1.0,20000.0,-1200.0,2300143.0,Demolition,2023-01-17 10:29:45
22  ,ARIA CRT ,K4A4P2,Ward 1,4M1180,144,OAKWOOD DESIGNERS & BUILDERS INC,Single,Cumberland,Interior alterations to a 2 storey detached dwelling (kitchen),0.0,3000.0,270.0,2300144.0,Construction,2023-01-17 10:35:10
776  ,DICKENS AVE ,K1G2X8,Ward 18,728,117,CONTRACTOR UNKNOWN,Single,Old Ottawa,Interior alterations in a 1 storey detached dwelling (install a wall-mounted toilet in main bathroom),0.0,5000.0,11.0,2300145.0,Construction,2023-01-17 10:36:51
524  ,ANCHOR CIR ,K4M0N4,Ward 21,,3,MINTO COMMUNITIES INC.,Single,Rideau,Construct a 2 Storey Single with attached garage  Model: Brierwood 2022 A,1.0,382892.0,2060.0,2300146.0,Construction,2023-01-17 10:37:31
520  ,ANCHOR CIR ,K4M0N4,Ward 21,,1,MINTO COMMUNITIES INC.,Single,Rideau,Construct a 2 Storey Single with attached garage  Model: Silver Maple 4 2022 C,1.0,443133.0,2650.0,2300147.0,Construction,2023-01-17 10:58:49
125  ,PRINCE ALBERT ST ,K1K1Z9,Ward 13,341,167 & 168,CONTRACTOR UNKNOWN,Apartment,Old Ottawa,Construct a 3 storey triplex,3.0,813274.19,5811.5,2300148.0,Construction,2023-01-17 10:58:37
543  ,ANCHOR CIR ,K4M0N4,Ward 21,,18,MINTO COMMUNITIES INC.,Single,Rideau,Construct a 2 Storey Single with attached garage  Model: Rosewood 2022 A,1.0,605006.0,3255.0,2300149.0,Construction,2023-01-17 11:07:57
528  ,ANCHOR CIR ,K4M0N4,Ward 21,,5,MINTO COMMUNITIES INC.,Single,Rideau,Construct a 2 Storey Single with attached garage  Model: Rosewood GS 2022 C,1.0,605006.0,3255.0,2300150.0,Construction,2023-01-17 11:17:16
522  ,ANCHOR CIR ,K4M0N4,Ward 21,,2,MINTO COMMUNITIES INC.,Single,Rideau,Construct a 2 Storey Single with attached garage  Model: Brierwood 2022 B,1.0,390698.0,2102.0,2300151.0,Construction,2023-01-17 11:36:02
13  ,LACEWOOD CRT ,K2E7E2,Ward 9,599203,109,DFB ASSOCIATES,Single,Nepean,Interior/exterior repair to a 2 storey detached dwelling (roof and wall - windstorm 2022),0.0,75000.0,445.0,2300152.0,Construction,2023-01-17 11:45:24
29  ,VENTNOR WAY ,K2J1M2,Ward 3,M,8,CONTRACTOR UNKNOWN,Single,Nepean,Interior alterations to a 2 storey detached dwelling,0.0,3000.0,43.06,2300153.0,Construction,2023-01-17 12:01:18
33 B ,GARRISON ST ,,Ward 15,145,6,CONTRACTOR UNKNOWN,Single,Old Ottawa,Construct a 2nd storey secondary dwelling unit to a 1 storey detached dwelling,1.0,243489.7,1310.0,2300154.0,Construction,2023-01-17 12:32:42
33  ,GARRISON ST ,K1Y2V1,Ward 15,145,6,CONTRACTOR UNKNOWN,Single,Old Ottawa,Construct a 2nd storey secondary dwelling unit to a 1 storey detached dwelling,1.0,243489.7,1310.0,2300154.0,Construction,2023-01-17 12:32:42
1170  ,JULIA CRT ,K0A1T0,Ward 5,4M1310,13,CONTRACTOR UNKNOWN,Single,West Carleton,Finish the basement in a 2 storey detached dwelling,0.0,129651.3,2790.0,2300155.0,Construction,2023-01-17 12:49:00
110  ,ROBIN EASEY AVE ,K2J6S3,Ward 3,4M-1656,,CONTRACTOR UNKNOWN,Institutional,Nepean,Construct a  2 storey elementary school (Barrhaven Manotick Elementary School),0.0,10140323.72,54556.0,2300156.0,Construction,2023-01-17 12:56:10
55  ,ARMSTRONG ST ,K1Y2V6,Ward 15,57,43,CONTRACTOR UNKNOWN,Apartment,Old Ottawa,"Construct side yard, rear yard, 3rd storey additions & interior/exterior alterations to convert a detached dwelling into a triplex",2.0,140000.0,1600.0,2300157.0,Construction,2023-01-17 13:51:05
546  ,FAWN VALLEY PRIV ,K1T0W4,Ward 10,,,***CONTRACTOR***,Rowhouse,Gloucester,Install an enclosure for a hot tub (rear yard),0.0,0.0,0.0,2300158.0,Pool Enclosure,2023-01-17 13:52:33
1525  ,SIEVERIGHT AVE ,K1T1M5,Ward 10,141,4,CONTRACTOR UNKNOWN,Demolition,Gloucester,Demolish 4 self-storage buildings,0.0,60000.0,-11538.0,2300159.0,Demolition,2023-01-17 13:56:05
807  ,PROVOST DR ,K1V6X5,Ward 16,4M-108,,HERTZBERG CARPENTRY,Rowhouse,Old Ottawa,Interior alterations in a 2 storey rowhouse (remove a wall and enlarge an opening in a load-bearing wall),0.0,2500.0,54.0,2300160.0,Construction,2023-01-17 14:30:21
330  ,SPARKS ST ,K1A0J6,Ward 14,4M-,,CONTRACTOR UNKNOWN,Office,Old Ottawa,Interior alterations to the 21st floor of a 29 storey office building,0.0,40740.0,4133.0,2300161.0,Construction,2023-01-17 14:50:11
1053  ,CARLING AVE ,K1Y4E9,Ward 15,4M-,,CONTRACTOR UNKNOWN,Institutional,Old Ottawa,Interior alteration in a 7 storey institutional building (Civic Hospital - A Wing),0.0,890000.0,0.0,2300162.0,Construction,2023-01-17 15:12:36
487  ,HARROWSMITH WAY ,K4A2Z2,Ward 1,50M-162,33,HOME N' PLUS CONTRACTING INC,Single,Cumberland,Finish the basement in a 2 storey detached dwelling,1.0,27324.36,588.0,2300163.0,Construction,2023-01-17 15:35:02
71  ,REMORA WAY ,K2J6H4,Ward 3,4M1560,70,***CONTRACTOR***,Single,Nepean,Install an enclosure for an above ground pool (rear yard),0.0,0.0,0.0,2300164.0,Pool Enclosure,2023-01-17 15:50:24
82  ,LANTERN RD ,K4M0N4,Ward 21,,8,MINTO COMMUNITIES INC.,Single,Rideau,Construct a 2 Storey Single with attached garage  Model: Juneberry 2022 A,1.0,394304.0,2358.0,2300166.0,Construction,2023-01-18 08:51:15
762  ,MOONEY'S BAY PL ,K1V9R2,Ward 16,,24,CONTRACTOR UNKNOWN,Semi - Detached,Old Ottawa,Interior alterations in a 2 storey semi-detached dwelling,0.0,6000.0,12.0,2300167.0,Construction,2023-01-18 09:05:40
542  ,ANCHOR CIR ,K4M0N4,Ward 21,,9,MINTO COMMUNITIES INC.,Single,Rideau,Construct a 2 Storey Single with attached garage  Model: Fuchsia 2022 B,1.0,387114.0,2315.0,2300168.0,Construction,2023-01-18 09:12:42
544  ,ANCHOR CIR ,K4M0N4,Ward 21,,10,MINTO COMMUNITIES INC.,Single,Rideau,Construct a 2 Storey Single with attached garage  Model: Ginger Pine 2022 C,1.0,390625.0,2336.0,2300169.0,Construction,2023-01-18 09:18:45
531  ,ANCHOR CIR ,K4M0N4,Ward 21,,24,MINTO COMMUNITIES INC.,Single,Rideau,Construct a 2 Storey Single with attached garage  Model: Ginger Pine 2022 A,1.0,229927.0,1375.0,2300170.0,Construction,2023-01-18 09:19:25
950  ,BANK ST ,K1S5G6,Ward 17,26085,PT 17,CONTRACTOR UNKNOWN,Institutional,Old Ottawa,Interior alterations to the 2nd floor of a 2 storey institutional building (Glebe Centre - Abbotsford House),0.0,80000.0,377.0,2300171.0,Construction,2023-01-18 09:27:44
20  ,BOWMOOR AVE ,K2E6M4,Ward 9,427936,645,CONTRACTOR UNKNOWN,Single,Nepean,Interior alterations to a 1 storey detached dwelling,0.0,25000.0,0.0,2300172.0,Construction,2023-01-18 09:32:24
546  ,ANCHOR CIR ,K4M0N4,Ward 21,,11,MINTO COMMUNITIES INC.,Single,Rideau,Construct a 2 Storey Single with attached garage  Model: Silver Maple 5 2022 C,1.0,355760.0,2127.0,2300173.0,Construction,2023-01-18 09:32:55
548  ,ANCHOR CIR ,K4M0N4,Ward 21,,12,MINTO COMMUNITIES INC.,Single,Rideau,Construct a 2 Storey Single with attached garage  Model: Sugarplum 2 2022 A,1.0,397314.0,2376.0,2300174.0,Construction,2023-01-18 09:39:35
2  ,COLLINGTON ST ,K2G6X5,Ward 24,4M-1140,239,CONTRACTOR UNKNOWN,Rowhouse,Nepean,Finish basement and interior alterations in a 2 storey rowhouse,0.0,41608.55,465.0,2300175.0,Construction,2023-01-18 09:52:23
550  ,ANCHOR CIR ,K4M0N4,Ward 21,,13,MINTO COMMUNITIES INC.,Single,Rideau,Construct a 2 Storey Single with attached garage  Model: Brierwood 2022 B,1.0,390698.0,2102.0,2300176.0,Construction,2023-01-18 09:56:23
20  ,NEWHAVEN ST ,K2G0X5,Ward 9,378655,175,CONTRACTOR UNKNOWN,Single,Nepean,Construct a secondary dwelling unit in the basement of a 1 storey detached dwelling,1.0,40000.0,0.0,2300177.0,Construction,2023-01-18 09:58:40
33  ,KINVER PRIV ,K2C0W9,Ward 8,,27,UNIFORM URBAN DEVELOPMENTS LTD.,Rowhouse,Old Ottawa,"Construct a 2 Storey Rowhouse with attached garages Models: The Lawrence Unit E 2016,The Minden 2017 F1,The Minden 2017 F1,The Lawrence Unit E 2016",4.0,903394.0,6946.0,2300178.0,Construction,2023-01-18 10:00:02
35  ,KINVER PRIV ,K2C2P6,Ward 8,,27,UNIFORM URBAN DEVELOPMENTS LTD.,Rowhouse,Old Ottawa,"Construct a 2 Storey Rowhouse with attached garages Models: The Lawrence Unit E 2016,The Minden 2017 F1,The Minden 2017 F1,The Lawrence Unit E 2016",4.0,903394.0,6946.0,2300178.0,Construction,2023-01-18 10:00:02
37  ,KINVER PRIV ,K2C2P6,Ward 8,,27,UNIFORM URBAN DEVELOPMENTS LTD.,Rowhouse,Old Ottawa,"Construct a 2 Storey Rowhouse with attached garages Models: The Lawrence Unit E 2016,The Minden 2017 F1,The Minden 2017 F1,The Lawrence Unit E 2016",4.0,903394.0,6946.0,2300178.0,Construction,2023-01-18 10:00:02
39  ,KINVER PRIV ,K2C2P6,Ward 8,,27,UNIFORM URBAN DEVELOPMENTS LTD.,Rowhouse,Old Ottawa,"Construct a 2 Storey Rowhouse with attached garages Models: The Lawrence Unit E 2016,The Minden 2017 F1,The Minden 2017 F1,The Lawrence Unit E 2016",4.0,903394.0,6946.0,2300178.0,Construction,2023-01-18 10:00:02
1242  ,WELLINGTON ST W,K1Y3A4,Ward 15,157,1728,CAPITAL BACKFLOW CORP,Retail,Old Ottawa,PLUMBING ONLY: Install a Premise Isolation Backflow Prevention Device on the domestic cold water supply of a 1 storey retail building (Hintonburg Pottery),0.0,0.0,0.0,2300180.0,Construction,2023-01-18 10:07:26
552  ,ANCHOR CIR ,K4M0N4,Ward 21,,14,MINTO COMMUNITIES INC.,Single,Rideau,Construct a 2 Storey Single with attached garage  Model: Silver Maple 4 2022 B,1.0,443133.0,2650.0,2300181.0,Construction,2023-01-18 10:08:11
554  ,ANCHOR CIR ,K4M0N4,Ward 21,,15,MINTO COMMUNITIES INC.,Single,Rideau,Construct a 2 Storey Single with attached garage  Model: Silver Maple 4 GS 2022 C,1.0,443133.0,2650.0,2300182.0,Construction,2023-01-18 10:15:21
539  ,ANCHOR CIR ,K4M0N4,Ward 21,,20,MINTO COMMUNITIES INC.,Single,Rideau,Construct a 2 Storey Single with attached garage  Model: Brierwood 2022 B,1.0,390698.0,2102.0,2300183.0,Construction,2023-01-18 10:20:41
