ST # ,ROAD,PC,WARD,PLAN,LOT,CONTRACTOR ,BLG TYPE ,MUNICIPALITY ,DESCRIPTION,D.U.,VALUE,FT2,PERMIT#,APPL. TYPE,ISSUED DATE
681,WILD SHORE CRES ,K1V1Y1,Ward 22,4M1168,,AQUA DRAIN SEWER SERVICES INC.,Rowhouse,Gloucester,PLUMBING ONLY - Installation of Pressure Reducing Valve and expansion tank,0,0,0,1701213,Construction,2017-03-14 9:36
819,CARNELIAN CRES ,K1X0A7,Ward 22,1573,132,RICHCRAFT HOMES LIMITED,Single,Gloucester,Construct a 2 Storey Single with attached garage  Model: 35-18 Baldwin 2012 C,1,397314,2673,1701214,Construction,2017-03-14 9:37
4028,OTTER TAIL CRES ,K1V1R1,Ward 22,4M-1013,,AQUA DRAIN SEWER SERVICES INC.,Single,Gloucester,"PLUMBING ONLY - Installation of Pressure Reducing""Valve and expansion tank",0,0,0,1701215,Construction,2017-03-14 9:38
4056,OTTER TAIL CRES ,K1V1R1,Ward 22,4M-1013,,AQUA DRAIN SEWER SERVICES INC.,Single,Gloucester,PLUMBING ONLY: Installation of Pressure Reducing Valve and expansion tank,0,0,0,1701216,Construction,2017-03-14 9:40
363,RIVERSEDGE CRES ,K1V0Y6,Ward 22,4M1294,8,AQUA DRAIN SEWER SERVICES INC.,Single,Gloucester,PLUMBING ONLY: Installation of Pressure Reducing Valve and expansion tank,0,0,0,1701217,Construction,2017-03-14 9:41
279,RIVERSEDGE CRES ,K1V0Y7,Ward 22,,,AQUA DRAIN SEWER SERVICES INC.,Single,Gloucester,PLUMBING ONLY: Installation of Pressure Reducing Valve and expansion tank,0,0,0,1701218,Construction,2017-03-14 9:42
175,RIVERSEDGE CRES ,K1V0Z8,Ward 22,4M1349,16,AQUA DRAIN SEWER SERVICES INC.,Single,Gloucester,PLUMBING ONLY: Installation of Pressure Reducing Valve and expansion tank,0,0,0,1701219,Construction,2017-03-14 9:45
3744,TWIN FALLS PL ,K1V1W7,Ward 22,4M1140,100,AQUA DRAIN SEWER SERVICES INC.,Single,Gloucester,PLUMBING ONLY: Installation of Pressure Reducing Valve and expansion tank,0,0,0,1701220,Construction,2017-03-14 9:46
404,HARESFIELD CRT ,K4M0C8,Ward 22,4M-1470,,AQUA DRAIN SEWER SERVICES INC.,Single,Gloucester,PLUMBING ONLY: Installation of Pressure Reducing Valve and expansion tank,0,0,0,1701221,Construction,2017-03-14 9:49
292,TRAILGATE ST ,K1V0Z7,Ward 22,4M-1349,71,AQUA DRAIN SEWER SERVICES INC.,Single,Gloucester,PLUMBING ONLY: Installation of Pressure Reducing Valve and expansion tank,0,0,0,1701222,Construction,2017-03-14 10:00
12,HONEYWOOD CRT ,K1V1Y4,Ward 22,4M-1168,102,AQUA DRAIN SEWER SERVICES INC.,Single,Gloucester,PLUMBING ONLY: Installation of Pressure Reducing Valve and expansion tank,0,0,0,1701223,Construction,2017-03-14 10:02
121,BARONESS DR ,K2G6Z2,Ward 22,4M1190,27,AQUA DRAIN SEWER SERVICES INC.,Single,Nepean,PLUMBING ONLY - Installation of Pressure Reducing Valve and expansion tank,0,0,0,1701224,Construction,2017-03-14 10:04
10,NOBLESSE AVE ,K2G6S4,Ward 22,4M1190,4,AQUA DRAIN SEWER SERVICES INC.,Single,Nepean,PLUMBING ONLY - Installation of Pressure Reducing Valve and expansion tank,0,0,0,1701225,Construction,2017-03-14 10:06
992,MERIVALE RD ,K1Z6A4,Ward 16,513,,ORCA PLUMBING,Retail,Old Ottawa,PLUMBING ONLY - install a new floor drain and oil interceptor in a repair garage,0,2500,0,1701226,Construction,2017-03-14 10:08
63,ASHBURN DR ,K2E6N4,Ward 9,412297,516,CONTRACTOR UNKNOWN,Single,Nepean,Interior alterations to a 1 storey detached dwelling,0,6000,600,1701227,Construction,2017-03-14 10:23
109,GRENFELL CRES ,K2G0G5,Ward 9,352049,191,CONTRACTOR UNKNOWN,Single,Nepean,"Interior alterations to a 1 storey detached dwelling (remove non load-bearing wall and kitchen, bathroom and laundry room alterations)",0,10000,0,1701228,Construction,2017-03-14 10:36
32,FIRST AVE ,K1S2G2,Ward 17,4M-35085,5,CONTRACTOR UNKNOWN,Semi - Detached,Old Ottawa,Interior alterations to the 2nd floor of a 2 storey semi-detached dwelling,0,25000,108,1701230,Construction,2017-03-14 10:40
450,MARCH RD ,K2K3K2,Ward 4,,7,CONTRACTOR UNKNOWN,Office,Kanata,Tenant fit-up on the 1st floor of a 5 storey office building (Prometric Test Center),0,270930.96,2658.69,1701232,Construction,2017-03-14 10:49
13,CORONET AVE ,K2G6R8,Ward 22, 4M-1150,74,CONTRACTOR UNKNOWN,Single,Nepean,Finish the basement in a 2 storey detached dwelling,0,26012,700,1701233,Construction,2017-03-14 12:48
301,IROQUOIS RD ,K2A3M3,Ward 7,385141,4,CONTRACTOR UNKNOWN,Institutional,Old Ottawa,Interior alterations to the bathroom on the 1st floor of a 2 storey group home (L'Arche-Ottawa),0,1400,95,1701234,Construction,2017-03-14 13:00
37,INUVIK CRES ,K2L1A1,Ward 23,898,852,OTTAWA HOME SELECT,Single,Kanata,Construct a washroom and wetbar in the basement of a 2 storey detachded dwelling,0,6500,150,1701235,Construction,2017-03-14 14:19
156,CAMBIE RD ,K1X0A7,Ward 22,,,URBANDALE CONSTRUCTION,Single,Gloucester,Construct a 2 storey detached dwelling,1,415448.8,2829,1701236,Construction,2017-03-14 14:33
2121,CARLING AVE ,K2A1S3,Ward 7,316039,,R.M. GARDINER CONSTRUCTION LTD.,Retail,Old Ottawa,Interior alterations in a 2 storey retaill building (Carlingwood Mall - Unit 93 - Complete CPAP Care),0,139000,1657,1701237,Construction,2017-03-14 14:38
430,WIGGINS PRIV ,K1N1A8,Ward 12,4M-,,ANEW ELECTRICAL CONTRACTING LTD.,Apartment,Old Ottawa,Interior alterations to replace fire alarm system in a 6 storey apartment building,0,45400,0,1701238,Construction,2017-03-14 15:19
701,YELLOWSTONE CRT ,K2J5S4,Ward 3,4M-1513,123,TARTAN HOMES CORPORATION,Single,Nepean,Construct a 1 storey detached dwelling,1,301470.9,1802.84,1701239,Construction,2017-03-14 15:26
14,CASTLETON ST ,K2G5M7,Ward 8,4M-629,180,***CONTRACTOR***,Single,Nepean,Interior alterations in a 2 storey detached dwelling (bathroom in basement & install backwater valve),0,15000,55,1701240,Construction,2017-03-15 8:52
164,BARTONIA CIR ,K4A1E3,Ward 19,4M-1580,31,MATTAMY DEVELOPMENT CORPORATION,Single,Cumberland,Construct a 2 Storey Single with attached garage  Model: Sycamore 2015 B,1,394304,2358,1701241,Construction,2017-03-15 9:05
155,BARTONIA CIR ,K4A1E4,Ward 19,4M-1580,85,MATTAMY DEVELOPMENT CORPORATION,Single,Cumberland,Construct a 2 Storey Single with attached garage  Model: Marigold 2015 A,1,286113,1711,1701242,Construction,2017-03-15 9:11
153,BARTONIA CIR ,K4A1E4,Ward 19,4M-1580,86,MATTAMY DEVELOPMENT CORPORATION,Single,Cumberland,Construct a 2 Storey Single with attached garage  Model: Parkside 2015 C,1,447647,2677,1701243,Construction,2017-03-15 9:17
147,BARTONIA CIR ,K4A1E4,Ward 19,4M-1580,89,MATTAMY DEVELOPMENT CORPORATION,Single,Cumberland,Construct a 2 Storey Single with attached garage  Model: Walnut 2015 B,1,538113,3218,1701244,Construction,2017-03-15 9:20
728,BAYVIEW DR ,K0A3M0,Ward 5,424,24,***CONTRACTOR***,Single,West Carleton,"Interior alterations, and construct a 1 storey addition at the side of a 1 storey detached dwelling",0,63377.6,80,1701245,Construction,2017-03-15 9:39
168,BARTONIA CIR ,K4A1E3,Ward 19,4M-1580,33,MATTAMY DEVELOPMENT CORPORATION,Single,Cumberland,Construct a 2 Storey Single with attached garage  Model: Broadleaf 2012 C,1,233513,1571,1701246,Construction,2017-03-15 9:39
162,BARTONIA CIR ,K4A1E3,Ward 19,4M-1580,30,MATTAMY DEVELOPMENT CORPORATION,Single,Cumberland,Construct a 2 Storey Single with attached garage  Model: Magnolia B,1,323143,2174,1701247,Construction,2017-03-15 9:43
170,BARTONIA CIR ,K4A1E3,Ward 19,4M-1580,34,MATTAMY DEVELOPMENT CORPORATION,Single,Cumberland,Construct a 2 Storey Single with attached garage  Model: Marigold 2015 B,1,285946,1710,1701248,Construction,2017-03-15 9:48
160,BARTONIA CIR ,K4A1E3,Ward 19,4M-1580,29,MATTAMY DEVELOPMENT CORPORATION,Single,Cumberland,Construct a 2 Storey Single with attached garage  Model: Magnolia A,1,323143,2174,1701249,Construction,2017-03-15 9:49
145,BARTONIA CIR ,K4A1E4,Ward 19,4M-1580,90,MATTAMY DEVELOPMENT CORPORATION,Single,Cumberland,Construct a 2 Storey Single with attached garage  Model: Parkside 2015 C,1,447647,2677,1701250,Construction,2017-03-15 10:02
361,WILLOW ASTER CIR ,K4A1C8,Ward 19,,,MATTAMY DEVELOPMENT CORPORATION,Rowhouse,Cumberland,"Construct a 2 Storey Rowhouse with attached garages  Models: Chestnut 2015 B,Oak 2015 B End,Oak 2015 B End",3,624807,4804,1701251,Construction,2017-03-15 10:04
363,WILLOW ASTER CIR ,K4A1C8,Ward 19,,,MATTAMY DEVELOPMENT CORPORATION,Rowhouse,Cumberland,"Construct a 2 Storey Rowhouse with attached garages  Models: Chestnut 2015 B,Oak 2015 B End,Oak 2015 B End",3,624807,4804,1701251,Construction,2017-03-15 10:04
365,WILLOW ASTER CIR ,K4A1C8,Ward 19,,,MATTAMY DEVELOPMENT CORPORATION,Rowhouse,Cumberland,"Construct a 2 Storey Rowhouse with attached garages  Models: Chestnut 2015 B,Oak 2015 B End,Oak 2015 B End",3,624807,4804,1701251,Construction,2017-03-15 10:04
647,BARRY HELMAN CRES ,K2J5S4,Ward 3,4M-1513,149,TARTAN HOMES CORPORATION,Single,Nepean,Construct a 2 Storey Single with attached garage  Model: Ashton 2016 A,1,388990,2617,1701254,Construction,2017-03-15 10:40
127,SHACKLEFORD WAY ,K2S0W5,Ward 6,4M-1549,104,TARTAN HOMES CORPORATION,Single,Goulbourn,Construct a 2 Storey Single with attached garage  Model: Amherst 2016 B,1,361027,2159,1701255,Construction,2017-03-15 10:44
2283,"ST-LAURENT, BOULEVARD  ",K1G5A2,Ward 10,517,,CONTRACTOR UNKNOWN,Office,Old Ottawa,Interior alterations on ground and second floors of a 3 storey office condominium building,0,325000,17200,1701256,Construction,2017-03-15 11:16
2600,HYDRO RD ,K1G3N2,Ward 10,,1&2,CONTRACTOR UNKNOWN,Office,Old Ottawa,Interior alterations to a 1 storey office building (Hydro One),0,203000,699.25,1701258,Construction,2017-03-15 12:21
6078,BUTTONFIELD PL ,K1W1C1,Ward 2,,6,CONTRACTOR UNKNOWN,Demolition,Gloucester,Demolish a garage,0,5000,-840,1701259,Demolition,2017-03-15 12:27
1315,PLACE D'ORLEANS DR ,K1E0B6,Ward 1,4M-,37,CONTRACTOR UNKNOWN,Retail,Cumberland,SHELL ONLY - Construct a 1 storey retail building (Mastermind Toys),0,0,4596.19,1701260,Construction,2017-03-15 12:35
8283,FOREST GREEN CRES ,K0A2P0,Ward 20,4M-649,6,CAPITAL HOME IMPROVEMENTS,Single,Osgoode,Interior alterations to the 2nd floor of a 2 storey detached dwelling,0,25000,750,1701261,Construction,2017-03-15 12:55
40,CENTO WAY ,K2S0W4,Ward 6,4M-1549,56,TARTAN HOMES CORPORATION,Single,Goulbourn,Construct a 2 storey detached dwelling,1,502812.15,3006.89,1701263,Construction,2017-03-15 15:34
740,MELFA CRES ,K2C0P2,Ward 16,292745,3,"CONTY, RICHARD",Institutional,Old Ottawa,PLUMBING ONLY: Install 2 plumbing fixtures in a 1 storey institutional building (Carleton Memorial United Church),0,3800,1,1701264,Construction,2017-03-15 15:44
10,GOULBOURN ST ,K2S1N9,Ward 6,733,90,***CONTRACTOR***,Single,Goulbourn,Alterations to repair existing foundation wall in a 1 storey detached dwelling,0,3000,30,1701265,Construction,2017-03-15 16:02
5660,FLEWELLYN RD ,K2S1B6,Ward 21,4M-,28,CONTRACTOR UNKNOWN,Institutional,Goulbourn,Construct a foundation for a portable classroom and installation of portable classroom,0,15000,958,1701267,Construction,2017-03-15 16:24
501,LYON ST N,K1R5X6,Ward 14,4M-30,28,***CONTRACTOR***,Duplex,Old Ottawa,Construct a 3 storey addition to a 2 storey duplex (rear yard),1,132939.9,795,1701268,Construction,2017-03-15 16:35
1200,"ST-LAURENT, BOULEVARD  ",K1K3B8,Ward 13,4M-821,747,CONTRACTOR UNKNOWN,Retail,Old Ottawa,"Tenant fit-up on the 1st floor of a 2 storey shopping centre (St. Laurent Shopping Centre, Dairy Queen/Orange Julius, Unit 121)",0,55000,387.5,1701269,Construction,2017-03-15 16:41
50,RIDEAU ST ,K1N9J7,Ward 12,3922,,CONSTRUCTION VERGO INC.,Retail,Old Ottawa,"Tenant fit up in a 3 storey retail building (CF Rideau Centre, CRU 271 C, ICE Breaker)",0,195000,1141,1701270,Construction,2017-03-16 8:39
356,ANDALUSIAN CRES ,K2V0C3,Ward 6,4M-1521,242,CARDEL HOMES INC. OTTAWA DIVISION,Single,Goulbourn,Construct a 2 Storey Single with attached garage  Model: Chesapeake 2016 A1,1,337784,2020,1701271,Construction,2017-03-16 8:49
1,TAMMELA CRT ,K1T2E7,Ward 10,4M-408,25,OAKWOOD BUILDERS,Single,Old Ottawa,Construct a 1 storey addition (rear yard) and interior alterations to a 2 storey detached dwelling,0,38187.36,288,1701272,Construction,2017-03-16 9:08
389,WARMSTONE DR ,K2S0W5,Ward 6,4M-1549,,TARTAN HOMES CORPORATION,Semi - Detached,Goulbourn,"Construct a 2 Storey Semi - Detached with attached garages  Models: Red Oak 2012,Red Oak 2012",2,621314,4180,1701273,Construction,2017-03-16 9:09
391,WARMSTONE DR ,K2S0W5,Ward 6,4M-1549,,TARTAN HOMES CORPORATION,Semi - Detached,Goulbourn,"Construct a 2 Storey Semi - Detached with attached garages  Models: Red Oak 2012,Red Oak 2012",2,621314,4180,1701273,Construction,2017-03-16 9:09
785,CARLING AVE ,K1S5H4,Ward 14,210434,,RON EASTERN CONSTRUCTION LTD.,Office,Old Ottawa,"Interior alterations to add 16 door operations in a 10 storey office building (1st, 2nd, 4th, 6th,9th floor)",0,15000,100,1701274,Construction,2017-03-16 9:20
44,CROFT ST ,,Ward 7,209,9,WISNIA INC.,Single,Old Ottawa,Interior alterations to a 1 storey detached dwelling (fire damage),0,215000,1400,1701275,Construction,2017-03-16 10:19
1395,ORILLIA ST ,K1H7N6,Ward 18,549,19,CONTRACTOR UNKNOWN,Single,Old Ottawa,Interior alterations to the basement of a 1 storey detached dwelling,0,48000,1076,1701277,Construction,2017-03-16 10:52
93,STRACHAN ST ,,Ward 21,D-16,,CONTRACTOR UNKNOWN,Single,Goulbourn,Interior alterations in a 1 storey detached dwelling (remove load bearing wall),0,15000,1050,1701278,Construction,2017-03-16 11:36
100,WILD CALLA WAY ,K1W0J7,Ward 2,,4,RICHCRAFT HOMES LIMITED,Rowhouse,Gloucester,"Construct a block of 12, 3 storey rowhouses",12,1862830.8,16710,1701279,Construction,2017-03-16 11:39
102,WILD CALLA WAY ,K1W0J7,Ward 2,,4,RICHCRAFT HOMES LIMITED,Rowhouse,Gloucester,"Construct a block of 12, 3 storey rowhouses",12,1862830.8,16710,1701279,Construction,2017-03-16 11:39
104,WILD CALLA WAY ,K1W0J7,Ward 2,,4,RICHCRAFT HOMES LIMITED,Rowhouse,Gloucester,"Construct a block of 12, 3 storey rowhouses",12,1862830.8,16710,1701279,Construction,2017-03-16 11:39
106,WILD CALLA WAY ,K1W0J7,Ward 2,,4,RICHCRAFT HOMES LIMITED,Rowhouse,Gloucester,"Construct a block of 12, 3 storey rowhouses",12,1862830.8,16710,1701279,Construction,2017-03-16 11:39
108,WILD CALLA WAY ,K1W0J7,Ward 2,,4,RICHCRAFT HOMES LIMITED,Rowhouse,Gloucester,"Construct a block of 12, 3 storey rowhouses",12,1862830.8,16710,1701279,Construction,2017-03-16 11:39
110,WILD CALLA WAY ,K1W0J7,Ward 2,,4,RICHCRAFT HOMES LIMITED,Rowhouse,Gloucester,"Construct a block of 12, 3 storey rowhouses",12,1862830.8,16710,1701279,Construction,2017-03-16 11:39
201,DRAGONFLY WALK ,K1W0J7,Ward 2,,4,RICHCRAFT HOMES LIMITED,Rowhouse,Gloucester,"Construct a block of 12, 3 storey rowhouses",12,1862830.8,16710,1701279,Construction,2017-03-16 11:39
203,DRAGONFLY WALK ,K1W0J7,Ward 2,,4,RICHCRAFT HOMES LIMITED,Rowhouse,Gloucester,"Construct a block of 12, 3 storey rowhouses",12,1862830.8,16710,1701279,Construction,2017-03-16 11:39
205,DRAGONFLY WALK ,K1W0J7,Ward 2,,4,RICHCRAFT HOMES LIMITED,Rowhouse,Gloucester,"Construct a block of 12, 3 storey rowhouses",12,1862830.8,16710,1701279,Construction,2017-03-16 11:39
207,DRAGONFLY WALK ,K1W0J7,Ward 2,,4,RICHCRAFT HOMES LIMITED,Rowhouse,Gloucester,"Construct a block of 12, 3 storey rowhouses",12,1862830.8,16710,1701279,Construction,2017-03-16 11:39
209,DRAGONFLY WALK ,K1W0J7,Ward 2,,4,RICHCRAFT HOMES LIMITED,Rowhouse,Gloucester,"Construct a block of 12, 3 storey rowhouses",12,1862830.8,16710,1701279,Construction,2017-03-16 11:39
211,DRAGONFLY WALK ,K1W0J7,Ward 2,,4,RICHCRAFT HOMES LIMITED,Rowhouse,Gloucester,"Construct a block of 12, 3 storey rowhouses",12,1862830.8,16710,1701279,Construction,2017-03-16 11:39
217,SHINLEAF CRES ,K1W0J2,Ward 2,4M-1545,43,RICHCRAFT HOMES LIMITED,Single,Gloucester,Construct a 1 storey detached dwelling,1,295979.4,1770,1701280,Construction,2017-03-16 11:45
108,DEWMONT ST ,K0A1B0,Ward 21,4M-1485,34,GRIZZLY HOMES,Single,Goulbourn,Construct a 1 storey detached dwelling,1,292969.44,1752,1701281,Construction,2017-03-16 12:47
1,SPRUCE ST ,K1R6N6,Ward 14,13,80,DREAM TOUCH RENOVATIONS,Single,Old Ottawa,Interior alterations in the basement of a 1 storey detached dwelling,0,14500,50,1701282,Construction,2017-03-16 13:46
20,LAKEWAY DR ,K1L5B1,Ward 13,4M-90,52,***CONTRACTOR***,Single,Rockcliffe Park,Construct an attached roof with support posts (porch) over the patio of a 1 storey detached dwelling (rear yard),0,4500,160,1701286,Construction,2017-03-16 14:13
611,GABRIOLA WAY ,K2T0M2,Ward 4,4M-1556,197,UNIFORM URBAN DEVELOPMENTS LTD.,Single,Kanata,Construct a 2 Storey Single with attached garage  Model: 2700E Elgin 2015 Std,1,411138,2766,1701287,Construction,2017-03-16 15:14
117,CORIOLIS CRT ,K2S0P3,Ward 6,4M-1458,10,TREVI GATINEAU,Single,Goulbourn,Install an enclosure for a semi-inground pool (rear yard),0,0,0,1701288,Pool Enclosure,2017-03-16 15:57
1297,"ST-JEAN, RUE  ",,Ward 1,,3 4,***CONTRACTOR***,Detached Garage/Shed,Gloucester,Construct a detached garage (rear yard),0,20000,572,1701289,Construction,2017-03-16 15:59
141,TORBOLTON ST ,K0A3M0,Ward 5,415,122,***CONTRACTOR***,Detached Garage/Shed,West Carleton,Construct a detached garage (side yard),0,15000,504,1701292,Construction,2017-03-17 8:36
18,GRAND GALA DR ,K2G6S4,Ward 22,4M-1106,1,AQUA DRAIN SEWER SERVICES INC.,Single,Nepean,PLUMBING ONLY: Installation of Pressure Reducing Valve and expansion tank,0,0,0,1701293,Construction,2017-03-17 8:39
4482,SHORELINE DR ,K1V1S7,Ward 22,4M-1099,14,AQUA DRAIN SEWER SERVICES INC.,Single,Gloucester,PLUMBING ONLY: Installation of Pressure Reducing Valve and expansion tank,0,0,0,1701294,Construction,2017-03-17 8:41
27,DAYBREAK ST ,K2G6R7,Ward 22,4M-1093,42,AQUA DRAIN SEWER SERVICES INC.,Single,Nepean,PLUMBING ONLY: Installation of Pressure Reducing Valve and expansion tank,0,0,0,1701295,Construction,2017-03-17 8:41
8,HONEYWOOD CRT ,K1V1Y4,Ward 22,4M-1168,104,AQUA DRAIN SEWER SERVICES INC.,Single,Gloucester,PLUMBING ONLY: Installation of Pressure Reducing Valve and expansion tank,0,0,0,1701296,Construction,2017-03-17 8:43
4644,SUGAR MAPLE DR ,K1V1Y6,Ward 22,4M-1168,47,AQUA DRAIN SEWER SERVICES INC.,Single,Gloucester,PLUMBING ONLY: Installation of Pressure Reducing Valve and expansion tank,0,0,0,1701297,Construction,2017-03-17 8:51
106,WILHELMINA PL ,K4M0B4,Ward 22,4M-,,AQUA DRAIN SEWER SERVICES INC.,Single,Gloucester,PLUMBING ONLY: Installation of Pressure Reducing Valve and expansion tank,0,0,0,1701298,Construction,2017-03-17 8:53
6,HONEYWOOD CRT ,K1V1Y4,Ward 22,"4M-1168_x000D_
",105,AQUA DRAIN SEWER SERVICES INC.,Single,Gloucester,PLUMBING ONLY: Installation of Pressure Reducing Valve and expansion tank,0,0,0,1701299,Construction,2017-03-17 8:56
4513,SHORELINE DR ,K1V1Y1,Ward 22,4M-,,AQUA DRAIN SEWER SERVICES INC.,Single,Gloucester,PLUMBING ONLY: Installation of Pressure Reducing Valve and expansion tank,0,0,0,1701300,Construction,2017-03-17 8:57
532,SUMMERHILL ST ,K4M0B7,Ward 22,4M1470,66,AQUA DRAIN SEWER SERVICES INC.,Single,Gloucester,PLUMBING ONLY: Installation of Pressure Reducing Valve and expansion tank,0,0,0,1701301,Construction,2017-03-17 9:00
670,WILD SHORE CRES ,K1V1X9,Ward 22,4M-,,AQUA DRAIN SEWER SERVICES INC.,Single,Gloucester,PLUMBING ONLY: Installation of Pressure Reducing Valve and expansion tank,0,0,0,1701302,Construction,2017-03-17 9:01
41,ESTELLE CRES ,K2H5W9,Ward 9,4M-,,OTTAWA GENERAL CONTRACTORS,Semi - Detached,Nepean,Construct an addition and interior alterations on the 1st floor of a 2 storey semi-detached dwelling,0,15354.38,443,1701303,Construction,2017-03-17 9:01
4590,SUGAR MAPLE DR ,K1V1Y4,Ward 22,4M-1168,92,AQUA DRAIN SEWER SERVICES INC.,Single,Gloucester,PLUMBING ONLY: Installation of Pressure Reducing Valve and expansion tank,0,0,0,1701304,Construction,2017-03-17 9:01
533,WILD SHORE CRES ,K1V1S9,Ward 22,4M1099,,AQUA DRAIN SEWER SERVICES INC.,Rowhouse,Gloucester,PLUMBING ONLY: Installation of Pressure Reducing Valve and expansion tank,0,0,0,1701305,Construction,2017-03-17 9:02
63,COLLINGTON ST ,K2G6X3,Ward 22,4M-,,AQUA DRAIN SEWER SERVICES INC.,Single,Nepean,PLUMBING ONLY: Installation of Pressure Reducing Valve and expansion tank,0,0,0,1701306,Construction,2017-03-17 9:03
4452,SHORELINE DR ,K1V1M1,Ward 22,4M952,,AQUA DRAIN SEWER SERVICES INC.,Single,Gloucester,PLUMBING ONLY: Installation of Pressure Reducing Valve and expansion tank,0,0,0,1701307,Construction,2017-03-17 9:04
722,ROLLING RIVER CRES ,K1V1M1,Ward 22,4M-952,12,AQUA DRAIN SEWER SERVICES INC.,Single,Gloucester,PLUMBING ONLY: Installation of Pressure Reducing Valve and expansion tank,0,0,0,1701308,Construction,2017-03-17 9:04
511,WILD SHORE CRES ,K1V1S9,Ward 22,4M-1099,30,AQUA DRAIN SEWER SERVICES INC.,Single,Gloucester,PLUMBING ONLY: Installation of Pressure Reducing Valve and expansion tank,0,0,0,1701309,Construction,2017-03-17 9:06
236,DAVE SMITH CRES ,K4M0B8,Ward 22,4M1470,42,AQUA DRAIN SEWER SERVICES INC.,Single,Gloucester,PLUMBING ONLY: Installation of Pressure Reducing Valve and expansion tank,0,0,0,1701310,Construction,2017-03-17 9:08
564,WILD SHORE CRES ,K1V1T4,Ward 22,4M-1099,,AQUA DRAIN SEWER SERVICES INC.,Single,Gloucester,PLUMBING ONLY: Installation of Pressure Reducing Valve and expansion tank,0,0,0,1701311,Construction,2017-03-17 9:11
296,TRAILGATE ST ,K1V0Z7,Ward 22,4M1349,70,AQUA DRAIN SEWER SERVICES INC.,Single,Gloucester,PLUMBING ONLY: Installation of Pressure Reducing Valve and expansion tank,0,0,0,1701312,Construction,2017-03-17 9:11
71,COLLINGTON ST ,K2G6X3,Ward 22,4M-,,AQUA DRAIN SEWER SERVICES INC.,Single,Nepean,PLUMBING ONLY: Installation of Pressure Reducing Valve and expansion tank,0,0,0,1701313,Construction,2017-03-17 9:13
50,BAYPOINTE CRES ,K2G6R1,Ward 22,4M-,,AQUA DRAIN SEWER SERVICES INC.,Single,Nepean,PLUMBING ONLY: Installation of Pressure Reducing Valve and expansion tank,0,0,0,1701314,Construction,2017-03-17 9:15
73,TRADEWINDS DR ,K2G6Y8,Ward 22,4M-1153,92,AQUA DRAIN SEWER SERVICES INC.,Single,Nepean,PLUMBING ONLY: Installation of Pressure Reducing Valve and expansion tank,0,0,0,1701315,Construction,2017-03-17 9:17
203,SOUTHBRIDGE ST ,K4M0C7,Ward 22,4M-,54,AQUA DRAIN SEWER SERVICES INC.,Single,Gloucester,PLUMBING ONLY: Installation of Pressure Reducing Valve and expansion tank,0,0,0,1701316,Construction,2017-03-17 9:20
611,GAZEBO ST ,K4M0B5,Ward 22,4M1470,,AQUA DRAIN SEWER SERVICES INC.,Single,Gloucester,PLUMBING ONLY: Installation of Pressure Reducing Valve and expansion tank,0,0,0,1701317,Construction,2017-03-17 9:23
410,GOLDEN SPRINGS DR ,K4M0B9,Ward 22,4M-,,AQUA DRAIN SEWER SERVICES INC.,Single,Gloucester,PLUMBING ONLY: Installation of Pressure Reducing Valve and expansion tank,0,0,0,1701318,Construction,2017-03-17 9:30
418,GOLDEN SPRINGS DR ,K4M0B9,Ward 22,4M-,,AQUA DRAIN SEWER SERVICES INC.,Single,Gloucester,PLUMBING ONLY: Installation of Pressure Reducing Valve and expansion tank,0,0,0,1701319,Construction,2017-03-17 9:31
105,MATTINGLY WAY ,K4M0C6,Ward 22,4M-,,AQUA DRAIN SEWER SERVICES INC.,Single,Gloucester,PLUMBING ONLY: Installation of Pressure Reducing Valve and expansion tank,0,0,0,1701320,Construction,2017-03-17 9:35
33,PHYLIS ST ,K2J1W5,Ward 3,M210,28,"BUIST, RENOS",Single,Nepean,Remove load bearing wall on the 1st floor of a 2 storey detached dwelling,0,5000,1,1701321,Construction,2017-03-17 9:37
4592,SUGAR MAPLE DR ,K1V1Y4,Ward 22,4M-,,AQUA DRAIN SEWER SERVICES INC.,Single,Gloucester,PLUMBING ONLY: Installation of Pressure Reducing Valve and expansion tank,0,0,0,1701322,Construction,2017-03-17 9:37
625,WILD SHORE CRES ,K1V1T3,Ward 22,4M-,,AQUA DRAIN SEWER SERVICES INC.,Single,Gloucester,PLUMBING ONLY: Installation of Pressure Reducing Valve and expansion tank,0,0,0,1701323,Construction,2017-03-17 9:39
123,LAURIER AVE W,K1P5J2,Ward 14,,,LES TENTES FIESTA LTEE,Other,Old Ottawa,Temporary Permit - erect a temporary tent for a special event (Ottawa Jazz Festival),0,8000,5751,1701324,Construction,2017-03-17 11:16
180,KEHOE ST ,K2B6A5,Ward 7,120,,CONTRACTOR UNKNOWN,Rowhouse,Old Ottawa,Interior alterations to a 3 storey rowhouse,0,15000,100,1701325,Construction,2017-03-17 11:27
287,BRAMBLING WAY ,K2J6E3,Ward 3,4M-1547,,TAMARACK DEVELOPMENTS CORPORATION,Rowhouse,Nepean,"Construct a 1 Storey Rowhouse with attached garages  Models: BTS-2 2015 A,BTS-2 2015 A",2,238120,2136,1701327,Construction,2017-03-17 12:18
