ST # ,ROAD,PC,WARD,PLAN,LOT,CONTRACTOR ,BLG TYPE ,MUNICIPALITY ,DESCRIPTION,D.U.,VALUE,FT2,PERMIT#,APPL. TYPE,ISSUED DATE
24,SELKIRK ST ,K1L0A4,Ward 12,49,51,MB FORD CONSTRUCTION LTD.,Office,Vanier,Interior alterations on the 3rd floor of a 4 storey office building,0,47000,857,1700012,Construction,2017-01-03 11:16
2210,PRINCE OF WALES DR ,K2E6Z9,Ward 9,4M-,,RIVERSIDE CONSTRUCTION,Office,Nepean,"Tenant Fit-up on the lower level of a 2 storey office building (Unit #500, Canadian Little League Baseball Association)",0,5000,1055,1700013,Construction,2017-01-03 11:28
978,FALAISE RD ,K2C0M1,Ward 16,489,2,CONTRACTOR UNKNOWN,Detached Garage/Shed,Old Ottawa,Construct a detached garage (side/rear yard),0,10000,390,1700014,Construction,2017-01-03 12:47
662,BRIDLEGLEN CRES ,K2M0H3,Ward 23,4M-1495,212,HN HOMES LIMITED PARTNERSHIP,Single,Kanata,Construct a 2 Storey Single with attached garage  Model: Borden 50-2 2016 STD,1,541123,3236,1700015,Construction,2017-01-03 13:46
664,BRIDLEGLEN CRES ,K2M0H3,Ward 23,4M-1495,213,HN HOMES LIMITED PARTNERSHIP,Single,Kanata,Construct a 2 Storey Single with attached garage  Model: Kenson 44-3 2016 STD,1,486777,2911,1700016,Construction,2017-01-03 13:53
666,BRIDLEGLEN CRES ,K2M0H3,Ward 23,4M-1495,214,HN HOMES LIMITED PARTNERSHIP,Single,Kanata,Construct a 2 Storey Single with attached garage  Model: Kenson 44-3 2016 STD,1,486777,2911,1700017,Construction,2017-01-03 14:12
4,CROFTON RD ,K2G0M9,Ward 8,521800,13,CONTRACTOR UNKNOWN,Single,Nepean,"Interior alterations on the main floor of a 2 storey detached dwelling (relocate bathroom, front entrance)",0,15000,145,1700018,Construction,2017-01-03 14:18
100,BAYSHORE DR ,K2B8C1,Ward 7,4M-,,CONTRACTOR UNKNOWN,Retail,Nepean,"Tenant fit up on the 1st level of a 3 storey retail building (Suite #D2A, The Source, Bayshore Mall)",0,70000,2469,1700019,Construction,2017-01-03 14:54
60,CAMBRIDGE ST N,K1R7A5,Ward 14,3459,19-Jan,CONTRACTOR UNKNOWN,Institutional,Old Ottawa,Interior alterations to implement a 3-way manual transfer switch for generators in a 7 storey hospital (St Vincent Hospital),0,62000,0,1700020,Construction,2017-01-03 14:59
80,FLORENCE ST ,K1R7W6,Ward 14,21612,12,CONTRACTOR UNKNOWN,Institutional,Old Ottawa,Interior alterations on the 1st floor of an 8 storey building (The Chinese Community Building),0,2000,2830.91,1700021,Construction,2017-01-03 15:03
1999,LYNDA LANE ,K1H5P3,Ward 18,553,2,CONTRACTOR UNKNOWN,Single,Old Ottawa,Exterior alterations to an attached garage (Change flat roof to sloped roof),0,9000,322.9,1700022,Construction,2017-01-03 16:28
2277,RIVERSIDE DR ,K1H7X6,Ward 17,4M-,PT LOTS 18/19,ROJO CONSTRUCTION MANAGEMENT,Retail,Old Ottawa,"Interior/Exterior alterations on the ground floor of a 2 storey shopping centre (Billings Bridge Shopping Centre, Suites 152 & 165)",0,224000,4000,1700024,Construction,2017-01-04 10:05
90,SPARKS ST ,K1A0H9,Ward 14,3922,22-25,CONTRACTOR UNKNOWN,Office,Old Ottawa,"Interior alterations to all levels of a 14 storey office building (Thomas Darcy McGee Building - replace fire pump, cabinet & sprinkler control valves, and provide new power feed to new fire pump)",0,359000,100,1700025,Construction,2017-01-04 10:07
342,WOODROFFE AVE ,K2A3V5,Ward 7,461,2,CONTRACTOR UNKNOWN,Demolition,Old Ottawa,Demolish a 1 storey detached dwelling,-1,10000,-1000,1700028,Demolition,2017-01-04 10:52
347,CHURCHILL AVE N,K1Z5B8,Ward 15,37,11-Oct,MONTCOM HOLDINGS INC,Office,Old Ottawa,Construct an addition to a 1 storey office building (Ottawa Physiotherapy Office),0,375880.46,2247.82,1700029,Construction,2017-01-04 10:54
92,BANK ST ,K1P5N4,Ward 14,3922,,CONTRACTOR UNKNOWN,Office,Old Ottawa,Tenant fit up on the ground floor of a 14 storey office building (Popeye's Supplements),0,25000,1600,1700030,Construction,2017-01-04 11:10
700,"MONTREAL, CHEMIN DE  ",K1A0P7,Ward 13,4M-,24 & 25,SOUTH OTTAWA ENTERPRISES LIMITED,Office,Old Ottawa,Interior alterations on the 4th floor of an 8 storey office building,0,91641.75,1776.04,1700032,Construction,2017-01-04 12:54
1560,HEATHERINGTON RD ,K1V9P5,Ward 10,,,CONTRACTOR UNKNOWN,Institutional,Old Ottawa,Construct a 1 storey side addition and interior alterations to a 1 storey community centre (Albion Heatherington),0,327667.27,979,1700033,Construction,2017-01-04 13:28
149,BILLINGS AVE ,K1H5K8,Ward 18,,16,FIREPLACE CENTRE & PATIO SHOP,Single,Old Ottawa,Install a woodstove on the 1st floor of a 2 storey detached dwelling,0,5000,0,1700034,Construction,2017-01-04 13:42
2401,OVERDALE DR ,K4C1B8,Ward 19,50M-168,4,OAKWOOD BUILDERS,Single,Cumberland,Interior alterations in a 1 storey detached dwelling,0,27291.6,147,1700035,Construction,2017-01-04 14:43
1234,CLYDE AVE ,K2C1Y4,Ward 8,347549,342 343,***CONTRACTOR***,Semi - Detached,Old Ottawa,Construct a secondary dwelling unit in a 1 storey semi-detached dwelling (basement),1,30000,1500,1700036,Construction,2017-01-04 14:47
375,LEVIS AVE ,K1L6G6,Ward 12,238,146,***CONTRACTOR***,Apartment,Vanier,Interior alterations on the first floor of a 2 storey triplex (enlarge washroom),0,4000,140,1700037,Construction,2017-01-04 16:09
49,PARKLAND CRES ,K2H5V4,Ward 9,564018,38,CONTRACTOR UNKNOWN,Single,Nepean,Construct a 1 storey addition to a 2 storey detached dwelling (rear yard),0,20066.4,120,1700038,Construction,2017-01-05 10:18
121,RAMSGRANGE ST ,K2J6G4,Ward 21,,,MINTO COMMUNITIES INC.,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: Haven 2015 PA,Monterey 2015 PA,Monterey 2015 End PC,Tahoe 3 2015 PA,Monterey 2015 PB",5,833421,7476,1700039,Construction,2017-01-05 10:36
123,RAMSGRANGE ST ,K2J6G4,Ward 21,,,MINTO COMMUNITIES INC.,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: Haven 2015 PA,Monterey 2015 PA,Monterey 2015 End PC,Tahoe 3 2015 PA,Monterey 2015 PB",5,833421,7476,1700039,Construction,2017-01-05 10:36
125,RAMSGRANGE ST ,K2J6G4,Ward 21,,,MINTO COMMUNITIES INC.,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: Haven 2015 PA,Monterey 2015 PA,Monterey 2015 End PC,Tahoe 3 2015 PA,Monterey 2015 PB",5,833421,7476,1700039,Construction,2017-01-05 10:36
127,RAMSGRANGE ST ,K2J6G4,Ward 21,,,MINTO COMMUNITIES INC.,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: Haven 2015 PA,Monterey 2015 PA,Monterey 2015 End PC,Tahoe 3 2015 PA,Monterey 2015 PB",5,833421,7476,1700039,Construction,2017-01-05 10:36
129,RAMSGRANGE ST ,K2J6G4,Ward 21,,,MINTO COMMUNITIES INC.,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: Haven 2015 PA,Monterey 2015 PA,Monterey 2015 End PC,Tahoe 3 2015 PA,Monterey 2015 PB",5,833421,7476,1700039,Construction,2017-01-05 10:36
956,KILBIRNIE DR ,K2J6E6,Ward 21,,,MINTO COMMUNITIES INC.,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: Monterey 2015 CA,Haven 2015 CB,Haven 2015 CA,Tahoe 3 2015 CA,Venice 2015 CA",5,878014,7876,1700040,Construction,2017-01-05 10:40
958,KILBIRNIE DR ,K2J6E6,Ward 21,,,MINTO COMMUNITIES INC.,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: Monterey 2015 CA,Haven 2015 CB,Haven 2015 CA,Tahoe 3 2015 CA,Venice 2015 CA",5,878014,7876,1700040,Construction,2017-01-05 10:40
960,KILBIRNIE DR ,K2J6E6,Ward 21,,,MINTO COMMUNITIES INC.,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: Monterey 2015 CA,Haven 2015 CB,Haven 2015 CA,Tahoe 3 2015 CA,Venice 2015 CA",5,878014,7876,1700040,Construction,2017-01-05 10:40
962,KILBIRNIE DR ,K2J6E6,Ward 21,,,MINTO COMMUNITIES INC.,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: Monterey 2015 CA,Haven 2015 CB,Haven 2015 CA,Tahoe 3 2015 CA,Venice 2015 CA",5,878014,7876,1700040,Construction,2017-01-05 10:40
964,KILBIRNIE DR ,K2J6E6,Ward 21,,,MINTO COMMUNITIES INC.,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: Monterey 2015 CA,Haven 2015 CB,Haven 2015 CA,Tahoe 3 2015 CA,Venice 2015 CA",5,878014,7876,1700040,Construction,2017-01-05 10:40
131,RAMSGRANGE ST ,K2J6G4,Ward 21,,,MINTO COMMUNITIES INC.,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: Tahoe 3 2015 CA,Tahoe 3 2015 CA,Haven 2015 CA,Monterey 2015 CA,Monterey 2015 CB,Haven 2015 CB",6,1015802,9112,1700041,Construction,2017-01-05 10:42
133,RAMSGRANGE ST ,K2J6G4,Ward 21,,,MINTO COMMUNITIES INC.,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: Tahoe 3 2015 CA,Tahoe 3 2015 CA,Haven 2015 CA,Monterey 2015 CA,Monterey 2015 CB,Haven 2015 CB",6,1015802,9112,1700041,Construction,2017-01-05 10:42
135,RAMSGRANGE ST ,K2J6G4,Ward 21,,,MINTO COMMUNITIES INC.,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: Tahoe 3 2015 CA,Tahoe 3 2015 CA,Haven 2015 CA,Monterey 2015 CA,Monterey 2015 CB,Haven 2015 CB",6,1015802,9112,1700041,Construction,2017-01-05 10:42
137,RAMSGRANGE ST ,K2J6G4,Ward 21,,,MINTO COMMUNITIES INC.,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: Tahoe 3 2015 CA,Tahoe 3 2015 CA,Haven 2015 CA,Monterey 2015 CA,Monterey 2015 CB,Haven 2015 CB",6,1015802,9112,1700041,Construction,2017-01-05 10:42
139,RAMSGRANGE ST ,K2J6G4,Ward 21,,,MINTO COMMUNITIES INC.,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: Tahoe 3 2015 CA,Tahoe 3 2015 CA,Haven 2015 CA,Monterey 2015 CA,Monterey 2015 CB,Haven 2015 CB",6,1015802,9112,1700041,Construction,2017-01-05 10:42
141,RAMSGRANGE ST ,K2J6G4,Ward 21,,,MINTO COMMUNITIES INC.,Rowhouse,Nepean,"Construct a 2 Storey Rowhouse with attached garages  Models: Tahoe 3 2015 CA,Tahoe 3 2015 CA,Haven 2015 CA,Monterey 2015 CA,Monterey 2015 CB,Haven 2015 CB",6,1015802,9112,1700041,Construction,2017-01-05 10:42
360,ALBERT ST ,K1R7X7,Ward 14,3922,18 to 21,M & M INTERIOR CONTRACTING,Office,Old Ottawa,Interior alterations to the 13th floor of an 18 storey office building (Construct secure walls),0,49000,2000,1700043,Construction,2017-01-05 13:26
229,MAZON ST ,K2S0W5,Ward 6,4M-1549,131,TAMARACK DEVELOPMENTS CORPORATION,Single,Goulbourn,Construct a 2 storey detached dwelling,1,441293.58,2639,1700044,Construction,2017-01-05 13:31
3700,PRINCE OF WALES DR ,K2C3H2,Ward 22,,"9,10",CONTRACTOR UNKNOWN,Office,Nepean,"Construct a 1 storey entrance addition and interior alterations to a 1 storey funeral home (Capital Memorial Gardens, Administration Building)",0,152439.82,732,1700045,Construction,2017-01-05 13:47
728,CARNELIAN CRES ,K1X0A9,Ward 22,4M-,21,URBANDALE CONSTRUCTION,Single,Gloucester,Construct a 2 storey detached dwelling,1,543130.56,3248,1700047,Construction,2017-01-05 14:17
2973,NAVAN RD ,K1C7G4,Ward 2,,6,ROBERT EXCAVATING,Demolition,Gloucester,Demolish a 2 storey duplex,-2,7000,-2357,1700049,Demolition,2017-01-05 14:29
2968,NAVAN RD ,K1C7G4,Ward 2,,6,"ROBERT EXCAVATING _x000D_
",Demolition,Gloucester,Demolish a 2 storey detached dwelling,-1,7000,-1722,1700050,Demolition,2017-01-05 14:31
99,FIFTH AVE ,K1S5K4,Ward 17,34756,18 21 36 37,CONTRACTOR UNKNOWN,Retail,Old Ottawa,"Tenant fit-up for a fitness club on the 2nd floor of a 2 storey retail building (Tigby Inc., Suite 10, 11, 12)",0,30303.03,484,1700051,Construction,2017-01-05 14:47
2487,SIXTH LINE RD ,K0A1T0,Ward 5,,24,CONTRACTOR UNKNOWN,Single,Kanata,Alterations to change use (Main floor level) from farm to residential,1,5000,1800,1700052,Construction,2017-01-05 14:54
175,MAIN ST ,K1S1C3,Ward 17,,H,CONTRACTOR UNKNOWN,Office,Old Ottawa,TEMPORARY PERMIT - Construct a 1 storey addition to a temporary sales centre,0,139461.48,834,1700053,Construction,2017-01-05 14:59
661,BRIDLEGLEN CRES ,K2M0H3,Ward 23,4M-1495,193,URBANDALE CONSTRUCTION,Single,Kanata,Construct a 1 storey detached dwelling,1,384624.58,3018,1700054,Construction,2017-01-05 15:44
665,BRIDLEGLEN CRES ,K2M0H3,Ward 23,4M-1495,191,URBANDALE CONSTRUCTION,Single,Kanata,Construct a 1 storey detached dwelling,1,350325.9,2095,1700055,Construction,2017-01-05 15:46
2760,SHEFFIELD RD ,K1B3V9,Ward 18,,24-25,CDRG RED TEAM,Industrial,Old Ottawa,Interior/exterior alterations to a 1 storey warehouse,0,39000,0,1700058,Construction,2017-01-06 9:32
2451,RIVERSIDE DR ,K1H7X7,Ward 17,,19,M.P. LUNDY CONSTRUCTION,Institutional,Old Ottawa,Interior alterations and addition of a new mezzanine on the 2nd floor of a 2 storey recreational building (RA Centre),0,4125640.19,33798.71,1700060,Construction,2017-01-06 10:57
920,BELFAST RD ,K1G0Z6,Ward 18,725,,FCI,Office,Old Ottawa,Interior alterations to change the use of a 1 storey building (F1 to D - FCI Security Solutions),0,50000,3273,1700061,Construction,2017-01-06 11:13
90,MCCLELLAN RD ,K2H9A7,Ward 9,M128,48,LUMEN HOMES INC,Single,Nepean,Construct a 4 season sunroom on a 2 storey detached dwelling,0,22240.26,133,1700062,Construction,2017-01-06 11:52
160,ELGIN ST ,K2P2P7,Ward 14,2996,50-57,GEOMETRIC DESIGN WOODWORKING,Office,Old Ottawa,"Tenant fit-up on the ground floor of a 27 storey office building (Unit #7, Mac's Sushi)",0,115000,290.63,1700063,Construction,2017-01-06 11:53
148,SHINNY AVE ,K2V0G3,Ward 6,,,RICHCRAFT HOMES LIMITED,Rowhouse,Goulbourn,"Construct a 2 Storey Rowhouse with attached garages  Models: Stillwater 2012,Addison 2012,Hudson 2016 - Mid,Sonoma 2011",4,770473,6623,1700064,Construction,2017-01-06 11:54
150,SHINNY AVE ,K2V0G3,Ward 6,,,RICHCRAFT HOMES LIMITED,Rowhouse,Goulbourn,"Construct a 2 Storey Rowhouse with attached garages  Models: Stillwater 2012,Addison 2012,Hudson 2016 - Mid,Sonoma 2011",4,770473,6623,1700064,Construction,2017-01-06 11:54
152,SHINNY AVE ,K2V0G3,Ward 6,,,RICHCRAFT HOMES LIMITED,Rowhouse,Goulbourn,"Construct a 2 Storey Rowhouse with attached garages  Models: Stillwater 2012,Addison 2012,Hudson 2016 - Mid,Sonoma 2011",4,770473,6623,1700064,Construction,2017-01-06 11:54
154,SHINNY AVE ,K2V0G3,Ward 6,,,RICHCRAFT HOMES LIMITED,Rowhouse,Goulbourn,"Construct a 2 Storey Rowhouse with attached garages  Models: Stillwater 2012,Addison 2012,Hudson 2016 - Mid,Sonoma 2011",4,770473,6623,1700064,Construction,2017-01-06 11:54
1183,HUNT CLUB RD ,K1V8S4,Ward 10,,,9598294 CANADA INC,Office,Old Ottawa,Tenant fit-up in a 1 storey retail building (Building B - Unit#2 - Tax and Accounting Firm),0,29133.44,784,1700065,Construction,2017-01-06 11:56
34,GLENDALE AVE ,K1S1W4,Ward 17,4M-92408,39,THOMAC CONSTRUCTION,Single,Old Ottawa,Construct a 1 storey addition to a 2 storey detached dwelling (rear yard),0,37457.28,224,1700066,Construction,2017-01-06 12:01
120,PLEASANT CREEK DR ,K0A1L0,Ward 5,4M-541,6,EGAR & GREGORICH CONTRACTING CO INC.,Single,West Carleton,Remove load bearing wall in a 2 storey detached dwelling,0,13000,20,1700067,Construction,2017-01-06 12:32
1188,BEAVERWOOD RD ,,Ward 21,771,27,SERVICE MASTER OF LANARK,Single,Rideau,Interior alterations in a 1 storey detached dwelling,0,150000,2054,1700068,Construction,2017-01-06 12:37
47,WOLISTON CRES ,K2W1G3,Ward 4,4M-1154,239,KEO-CAN LANDSCAPING,Single,Kanata,Finish the basement in a 2 storey detached dwelling,0,21552.8,580,1700069,Construction,2017-01-06 13:19
5,JERRILYNN CRES ,K2J1H3,Ward 3,M-113,168E,TEN DESIGN BUILDS INC,Single,Nepean,Finish the basement in a 2 storey detached dwelling,0,27870,750,1700071,Construction,2017-01-09 8:33
161,WESLEY AVE ,K1Z6Z9,Ward 15,309,42,CONTRACTOR UNKNOWN,Single,Old Ottawa,Construct a 1 storey addition/deck (rear yard) and an attached garage and breezeway (side yard),0,70666,570,1700073,Construction,2017-01-09 9:24
410,LAURIER AVE W,K1R1B7,Ward 14,2996,22,GLENVIEW CONSTRUCTION LIMITED,Office,Old Ottawa,Interior alterations on the 2nd & 3rd floor of an 11 storey office building,0,231796,231796,1700074,Construction,2017-01-09 9:27
410,LAURIER AVE W,K1R1B7,Ward 14,2996,21 - 22,GLENVIEW CONSTRUCTION LIMITED,Office,Old Ottawa,Interior alterations on the 3rd floor of an 11 storey office building,0,594406,1150,1700075,Construction,2017-01-09 9:28
37,MILLBROOK CRES ,K2E5B8,Ward 9,3937932,31,BETTER BUILT HOMES,Single,Nepean,Interior alterations in an attached garage of a 1 storey detached dwelling,0,400,275,1700076,Construction,2017-01-09 9:34
5189,LOGGERS WAY ,,Ward 5,4M-1284,23,FALLOWFIELD DEVELOPMENT INC.,Single,West Carleton,Construct a 1 storey detached dwelling,1,250830,1500,1700077,Construction,2017-01-09 9:46
74,COLONEL MURRAY ST ,,Ward 21,D-20,,FALLOWFIELD DEVELOPMENT INC.,Single,Goulbourn,Construct a 2 storey detached dwelling,1,200664,1200,1700078,Construction,2017-01-09 9:46
74,COLONEL MURRAY ST ,,Ward 21,D-20,,FALLOWFIELD DEVELOPMENT INC.,Detached Garage/Shed,Goulbourn,Construct a detached garage (rear yard),0,10000,440,1700079,Construction,2017-01-09 9:49
125,PUTMAN AVE ,K1M1Z8,Ward 13,M-43,85,NEWFOUNDLAND RENOVATIONS,Single,Old Ottawa,Convert a duplex to a 2 storey detached dwelling (construct staircase),0,8000,200,1700081,Construction,2017-01-09 11:26
3551,MCBEAN ST ,,Ward 21,D-17,,***CONTRACTOR***,Apartment,Goulbourn,Interior alterations to convert a 2 storey detached dwelling into a triplex,2,15000,1754.52,1700082,Construction,2017-01-09 11:30
32,HALKIRK AVE ,K2V1B5,Ward 23,4M-956,27,BELANGER PLUMBING & HEATING LTD.,Single,Kanata,"PLUMBING ONLY:  Install a protective plumbing device on the building drain, a storm backwater valve, and sump pit back up pump",0,0,0,1700083,Construction,2017-01-09 11:30
37,ARKOSE ST ,K2T0M2,Ward 4,4M-1556,169,UNIFORM URBAN DEVELOPMENTS LTD.,Single,Kanata,Construct a 2 Storey Single with attached garage  Model: 2700F Cameron 2016 A,1,407849,2439,1700085,Construction,2017-01-09 12:25
406,ANDALUSIAN CRES ,K2V0E3,Ward 6,4M1521,172,CARDEL HOMES INC. OTTAWA DIVISION,Single,Goulbourn,Construct a 2 storey detached dwelling,1,413330.68,2534,1700087,Construction,2017-01-09 12:43
249,DESCHAMPS AVE ,K1L5Z2,Ward 12,240,24 25,CONTRACTOR UNKNOWN,Apartment,Vanier,Interior alterations to remove an illegal 5th unit,0,5000,0,1700089,Construction,2017-01-09 13:10
570,EGRET WAY ,K2J0E3,Ward 3,4M-1471,44,TAMARACK DEVELOPMENTS CORPORATION,Single,Nepean,Construct a 2 storey detached dwelling,1,505004.4,3020,1700090,Construction,2017-01-09 13:31
620,COURTENAY AVE ,K2A3B5,Ward 15,M-29,1064,R.L.GENERAL CONTRACTOR,Single,Old Ottawa,PLUMBING ONLY - Install a toilet in the basement washroom of a 1 storey detached dwelling,0,2000,0,1700091,Construction,2017-01-09 13:48
53,GOULD ST ,K1Y2P3,Ward 15,145,1,***CONTRACTOR***,Single,Old Ottawa,"Interior/Exterior alterations to a 2 storey detached dwelling (rear patio door, kitchen, bathroom)",0,30000,835,1700092,Construction,2017-01-09 14:07
915,BURWASH LANDING BAY ,K2W0C8,Ward 4,4M-1375,pt bLK 15,***CONTRACTOR***,Rowhouse,Kanata,Construct a porch (rear yard),0,8000,168,1700093,Construction,2017-01-09 14:16
765,CARNELIAN CRES ,K1X0A8,Ward 22,,21,URBANDALE CONSTRUCTION,Single,Gloucester,Construct a 2 storey detached dwelling,1,449487.36,2688,1700094,Construction,2017-01-09 14:23
371,BRONSON AVE ,K1R6J4,Ward 14,4M-30671,Y,***CONTRACTOR***,Single,Old Ottawa,Construct a 2 storey deck (rear yard),0,8000,240,1700095,Construction,2017-01-09 14:28
119,SPARKS ST ,K1P5B5,Ward 14,3992,20 21,2190572 ONTARIO INC. O/A YORK FACILITY SERVICES,Office,Old Ottawa,PLUMING ONLY - Interior alterations to the basement of a 3 storey office building (CIBC)-replacing sinks in mens/womens washrooms only,0,19000,0,1700096,Construction,2017-01-09 14:41
1695,RUSSELL RD ,K1G0N1,Ward 18,5R12496,14,LAMARCHE ELECTRIC,Office,Old Ottawa,Interior alterations to install a fire alarm system,0,50000,0,1700097,Construction,2017-01-09 14:49
14,CHAMPAGNE AVE S,K1S4P2,Ward 15,146,5,"STRONG, ANDREW",Single,Old Ottawa,Interior alterations on the 1st floor of a 2 storey detached dwelling,0,3525,62,1700098,Construction,2017-01-09 14:50
1209,MEADOWLANDS DR E,K2E6K2,Ward 9,412297,547,"BLAIR, GEORGE",Semi - Detached,Nepean,Interior alterations in the basement in a 1 storey semi-detached dwelling,0,25000,700,1700099,Construction,2017-01-09 14:51
352,STEWART ST ,K1N6K8,Ward 12,6,46,***CONTRACTOR***,Apartment,Old Ottawa,Construct a 2 storey addition to a 3 storey triplex (rear yard),0,115957.04,1040.16,1700100,Construction,2017-01-09 15:25
1279 B ,COUSINEAU ST ,K1C1A8,Ward 1,10,7,"SOUGUEH, YOUSSOUF",Semi - Detached,Gloucester,Finish the basement in a 2 storey semi-detached dwelling,0,21292.68,573,1700101,Construction,2017-01-10 8:55
6620,FERNBANK RD ,K2S1B6,Ward 21,4M-1358,,***CONTRACTOR***,Single,Goulbourn,Install an enclosure for an inground pool (rear yard),0,0,0,1700102,Pool Enclosure,2017-01-10 9:08
872,EXCURSION WAY ,K2J6E3,Ward 3,4M-1547,24,TAMARACK DEVELOPMENTS CORPORATION,Single,Nepean,Construct a 2 Storey Single with attached garage  Model: 5051 2015 C,1,563865,3372,1700103,Construction,2017-01-10 9:33
1440  -611,HERON RD ,K1V0X2,Ward 18,CCC 527,,***CONTRACTOR***,Apartment,Old Ottawa,Interior alterations on the 6th floor of an 11 storey residential building (Unit 611),0,8000,770,1700106,Construction,2017-01-10 10:39
300,CAMBRIDGE ST N,K1R7B4,Ward 14,33,,DOUGLAS FIRE SAFETY SYSTEM,Institutional,Old Ottawa,Replace fire alarm panel in a 4 storey residential building,0,2500,0,1700107,Construction,2017-01-10 10:48
100,CANTER BLVD ,K2G2M7,Ward 8,M115,306,ECO DESIGN BUILD,Single,Nepean,Interior alterations to a 2 storey detached dwelling (remove a load bearing wall),0,15000,100,1700108,Construction,2017-01-10 10:54
15,ADELAIDE ST ,K1S3R9,Ward 17,33446,8,RENEW HOMES INC,Demolition,Old Ottawa,Demolish a detached garage (side yard),0,2000,-250,1700109,Demolition,2017-01-10 11:42
15,ADELAIDE ST ,K1S3R9,Ward 17,4M-33446,8,RENEW HOMES INC,Single,Old Ottawa,Construct a 2 storey addition to a 2 storey detached dwelling (side yard),0,161994.38,968.75,1700110,Construction,2017-01-10 11:43
