ST # ,ROAD,PC,WARD,PLAN,LOT,CONTRACTOR ,BLG TYPE ,MUNICIPALITY ,DESCRIPTION,D.U.,VALUE,FT2,PERMIT#,APPL. TYPE,ISSUED DATE
725,CHURCHILL AVE N,K1Z5G7,Ward 15,42,,CONTRACTOR UNKNOWN,Office,Old Ottawa,PLUMBING ONLY: Install a Premise Isolation Backflow Prevention Device on the domestic cold water supply of a 2 storey office building,0,"5,000",0,2400170,Construction,2024-01-15 14:08
1675,TENTH LINE RD ,K1E3P6,Ward 1,4M-,,CASTONE CONSTRUCTION,Retail,Cumberland,"Tenant Fit-Up in a 1 storey retail building (Supplement King, Unit 19)",0,"155,000",1204,2400171,Construction,2024-01-15 14:09
2156,SAUNDERS AVE ,K2A0C7,Ward 7,232,PT LOT 115,MAGNOLIA CONSTRUCTION,Single,Old Ottawa,Interior alterations to a 2 storey semi detached dwelling (remove load bearing wall),0,"50,000",530,2400172,Construction,2024-01-15 15:01
723,FRASER AVE ,K2A2S1,Ward 7,M98,228,CONTRACTOR UNKNOWN,Single,Old Ottawa,Construct a carport canopy (remove and replace existing),0,"9,200",294,2400174,Construction,2024-01-15 15:48
2630,FLANNERY DR ,K1V8M2,Ward 16,749,327,AMSTED DESIGN BUILD,Single,Old Ottawa,"Interior alterations to a 1 storey detached dwelling (kitchen, bathroom, and internal wall removals)",0,"50,000",1076,2400175,Construction,2024-01-15 16:27
5510,MANOTICK MAIN ST ,K4M0E2,Ward 21,,PT LOT 1,SOLUTIONS CONSTRUCTION MANAGEMENT & DESIGN,Office,Rideau,Tenant fit-up in a 1 storey office building (Evergreen Dental Care),0,"350,000",2982,2400176,Construction,2024-01-16 8:59
520,ALCOR TERR ,K2J6N6,Ward 3,4M1635,73,CONTRACTOR UNKNOWN,Single,Nepean,Interior alterations to a 2 storey detached dwelling (New LVL beam),0,"2,000",1,2400177,Construction,2024-01-16 9:36
131,WESCAR LANE ,K0A1L0,Ward 5,4M-,,CONTRACTOR UNKNOWN,Industrial,West Carleton,Interior alterations to a 1 storey warehouse,0,"20,000",2153,2400179,Construction,2024-01-16 9:52
2204,CLERMONT CRES ,K4A4W5,Ward 19,4M-22583,24,CONTRACTOR UNKNOWN,Single,Cumberland,Finish the basement in a 2 storey detached dwelling,0,"35,782",770,2400180,Construction,2024-01-16 9:55
2094,DUNELM ST ,K1G2S3,Ward 18,728,541,CONTRACTOR UNKNOWN,Single,Old Ottawa,PLUMBING ONLY: Install a premise isolation backflow prevention device on the domestic water supply of a 1 storey institutional building,0,"5,000",0,2400181,Construction,2024-01-16 10:00
2306,HORTON ST ,K1G3E8,Ward 18,756,122,CONTRACTOR UNKNOWN,Single,Old Ottawa,Interior alterations to a 1 storey detached dwelling (remove load bearing walls and interior alterations),0,"75,000",1500,2400182,Construction,2024-01-16 10:21
9,DELAMERE DR ,K2S1G7,Ward 6,4M-,,ODC CONSTRUCTION,Single,Goulbourn,Finish the basement in a 2 storey detached dwelling,0,"3,113",67,2400184,Construction,2024-01-16 11:18
40 D ,CHESTERTON DR ,K2E5S9,Ward 9,541472,,CONTRACTOR UNKNOWN,Rowhouse,Nepean,Interior alterations to a 2 storey rowhouse (Unit D- Fire repairs),0,"33,000",538,2400185,Construction,2024-01-16 12:30
22,GOLDORA PRIV ,K2T1K7,Ward 4,4M1102,,CONTRACTOR UNKNOWN,Semi - Detached,Kanata,Interior alterations to a 2 storey semi-detached dwelling,0,"24,000",786,2400186,Construction,2024-01-16 12:59
332 B ,FIFTH AVE ,,Ward 17,33446,18,CONTRACTOR UNKNOWN,Semi - Detached,Old Ottawa,Construct two additional dwelling units in one side of an existing semi-detached dwelling,2,"15,000",1280,2400187,Construction,2024-01-16 13:46
332 C ,FIFTH AVE ,,Ward 17,33446,18,CONTRACTOR UNKNOWN,Semi - Detached,Old Ottawa,Construct two additional dwelling units in one side of an existing semi-detached dwelling,2,"15,000",1280,2400187,Construction,2024-01-16 13:46
332,FIFTH AVE ,K1S2N5,Ward 17,33446,18,CONTRACTOR UNKNOWN,Semi - Detached,Old Ottawa,Construct two additional dwelling units in one side of an existing semi-detached dwelling,2,"15,000",1280,2400187,Construction,2024-01-16 13:46
255,PARKDALE AVE ,K1Y1G1,Ward 15,88291,87,CONTRACTOR UNKNOWN,Retail,Old Ottawa,Interior Alterations to a 1 storey commercial building,0,"380,000",2282,2400188,Construction,2024-01-16 14:08
480,TWEEDSMUIR AVE ,K1Z5N9,Ward 15,272,PT LOT 48,CONTRACTOR UNKNOWN,Single,Old Ottawa,Construct a 2 storey addition,0,"535,745",1756,2400189,Construction,2024-01-16 14:41
1166,NORMANDY CRES ,K2E5A6,Ward 9,289002,93,CONTRACTOR UNKNOWN,Single,Nepean,Interior alterations to a 1 storey detached dwelling,0,"90,000",1850,2400190,Construction,2024-01-16 14:42
2520 B ,YARMOUTH CRES ,,Ward 17,755,107,OGC LTD,Single,Old Ottawa,Construct an additional dwelling unit in a 1 storey detached dwelling (basement),1,"48,000",931,2400191,Construction,2024-01-16 14:58
2520,YARMOUTH CRES ,K1V6J8,Ward 17,755,107,OGC LTD,Single,Old Ottawa,Construct an additional dwelling unit in a 1 storey detached dwelling (basement),1,"48,000",931,2400191,Construction,2024-01-16 14:58
130,SPRINGHURST AVE ,K1S0E5,Ward 17,110574,97-105,CONTRACTOR UNKNOWN,Institutional,Old Ottawa,PLUMBING ONLY: Install a Premise Isolation Backflow Prevention Device on the domestic cold water supply of a 2 storey residence,0,"10,000",0,2400192,Construction,2024-01-16 15:33
1388,BLACKHORSE CRT ,K4M0A6,Ward 20,4M-1406,4,***CONTRACTOR***,Detached Garage/Shed,Osgoode,Construct a 1 storey storage shed,0,"50,000",986,2400193,Construction,2024-01-16 15:54
1606,WALKLEY RD ,K1V6P5,Ward 10,,A,CONTRACTOR UNKNOWN,Institutional,Old Ottawa,PLUMBING ONLY: Install a backflow prevention device on the domestic cold water supply of a 1 storey place of worship (Imam Ali Masjid),0,"5,000",0,2400195,Construction,2024-01-16 16:03
9,KINGSFORD CRES ,K2K1T2,Ward 4,786,65,CONTRACTOR UNKNOWN,Single,Kanata,Interior alterations on the main floor of a 1 storey detached dwelling,0,"15,000",2400,2400196,Construction,2024-01-17 9:10
145,CRAIG DUNCAN TERR ,K2S1B6,Ward 6,4M-,,"CAVANAGH, RUSSELL",Single,Goulbourn,Construct a 2 storey detached dwelling,1,"526,941",2835,2400197,Construction,2024-01-17 9:22
329,ESTABLISH AVE ,K4A0Y4,Ward 19,,,MINTO COMMUNITIES INC.,Rowhouse,Cumberland,"Construct a 2 Storey Rowhouse with attached garages  Models: Tahoe 3 2022 End BA,Monterey 2022 Mid BE,Tahoe 4 2022 End BA,Monterey 2022 Mid BE",4,"785,624",6040,2400198,Construction,2024-01-17 9:30
331,ESTABLISH AVE ,K4A0Y4,Ward 19,,,MINTO COMMUNITIES INC.,Rowhouse,Cumberland,"Construct a 2 Storey Rowhouse with attached garages  Models: Tahoe 3 2022 End BA,Monterey 2022 Mid BE,Tahoe 4 2022 End BA,Monterey 2022 Mid BE",4,"785,624",6040,2400198,Construction,2024-01-17 9:30
333,ESTABLISH AVE ,K4A0Y4,Ward 19,,,MINTO COMMUNITIES INC.,Rowhouse,Cumberland,"Construct a 2 Storey Rowhouse with attached garages  Models: Tahoe 3 2022 End BA,Monterey 2022 Mid BE,Tahoe 4 2022 End BA,Monterey 2022 Mid BE",4,"785,624",6040,2400198,Construction,2024-01-17 9:30
335,ESTABLISH AVE ,K4A0Y4,Ward 19,,,MINTO COMMUNITIES INC.,Rowhouse,Cumberland,"Construct a 2 Storey Rowhouse with attached garages  Models: Tahoe 3 2022 End BA,Monterey 2022 Mid BE,Tahoe 4 2022 End BA,Monterey 2022 Mid BE",4,"785,624",6040,2400198,Construction,2024-01-17 9:30
1173,COPE DR ,K2S1J8,Ward 6,,,TARTAN HOMES CORPORATION,Semi - Detached,Goulbourn,"Construct a 2 Storey Semi - Detached with attached garages  Models: Ivy 5110 A 2023,Ivy 5110 A 2023",2,"737,532",3968,2400199,Construction,2024-01-17 9:39
1175,COPE DR ,K2S1J8,Ward 6,,,TARTAN HOMES CORPORATION,Semi - Detached,Goulbourn,"Construct a 2 Storey Semi - Detached with attached garages  Models: Ivy 5110 A 2023,Ivy 5110 A 2023",2,"737,532",3968,2400199,Construction,2024-01-17 9:39
1385,WOODROFFE AVE ,K2G3G7,Ward 8,4M-,,CONTRACTOR UNKNOWN,Institutional,Nepean,Interior alterations to a 3 storey institutional building (Building B),0,"42,214",1485,2400200,Construction,2024-01-17 9:56
3755,RIVERSIDE DR ,K1V1B8,Ward 16,4M-,4,ARK CONSTRUCTION,Office,Old Ottawa,Interior Alterations to a 6 storey office building (Tower 1-Unit 100),0,"150,000",2583,2400201,Construction,2024-01-17 10:30
160,ELGIN ST ,K2P2P7,Ward 14,4M-,,CONTRACTOR UNKNOWN,Office,Old Ottawa,Interior alterations on the 12th floor of a 27 storey office building,0,"250,000",1124,2400202,Construction,2024-01-17 10:30
1,WEYMOUTH CRT ,K2G5R8,Ward 8,4M-628,59,CONTRACTOR UNKNOWN,Single,Nepean,Interior alterations to a 2 storey detached dwelling,0,"80,000",194,2400203,Construction,2024-01-17 11:03
1376,CARLING AVE ,K1Z7L5,Ward 16,221,,CONTRACTOR UNKNOWN,Demolition,Old Ottawa,Demolish 3 storey hotel building (Travellodge)(Phase 2 and 3),0,"944,000",-167329,2400205,Demolition,2024-01-17 11:41
2524,MANOTICK STATION RD ,K0A2W0,Ward 20,,"18, 19",CONTRACTOR UNKNOWN,Detached Garage/Shed,Osgoode,Construct a detached garage (side yard),0,"100,000",2100,2400206,Construction,2024-01-17 12:32
2053,VINCENT ST ,K1G2M8,Ward 18,697,1370,CONTRACTOR UNKNOWN,Single,Old Ottawa,Interior/exterior alterations to a 1 storey detached dwelling (relocation of bathroom and kitchen) and exterior deck (side yard),0,"10,000",231,2400207,Construction,2024-01-17 13:43
1418,BETHAMY LANE ,K1J8P6,Ward 11,116,,CONTRACTOR UNKNOWN,Office,Gloucester,PLUMBING ONLY: Install a Premise Isolation Backflow Prevention Device on the domestic cold water supply of a 1 storey storage shed,0,"5,000",0,2400208,Construction,2024-01-17 13:58
655,KANATA AVE ,K2T1H6,Ward 4,4M921,,CONTRACTOR UNKNOWN,Retail,Kanata,"Tenant fit-up in a 1 storey retail building (Trapped Escape Room, Unit 4B)",0,"195,000",4058,2400209,Construction,2024-01-17 15:24
565,WEST HUNT CLUB RD ,K2G5W5,Ward 9,4M-,,CONTRACTOR UNKNOWN,Retail,Nepean,Interior alterations to a 1 storey retail building (Change of use (Suite #3B) to A2 and add 2 washrooms - Monarch Cricket Inc.),0,"25,000",5500,2400210,Construction,2024-01-17 15:42
401,SMYTH RD ,K1H8L1,Ward 18,4M-,33-34,CONTRACTOR UNKNOWN,Industrial,Old Ottawa,Construct a 7 storey parking garage (CHEO),0,"25,843,183",347588,2400211,Construction,2024-01-18 8:57
345,ESTABLISH AVE ,K4A0Y4,Ward 19,,,MINTO COMMUNITIES INC.,Rowhouse,Cumberland,"Construct a 2 Storey Rowhouse with attached garages  Models: Tahoe 3 2022 End DA,Monterey 2022 Mid DB,Haven 2022 Mid DC,Monterey 2022 Mid DE,Monterey 2022 Mid DE,Tahoe 4 2022 End DA",6,"1,154,434",8875,2400212,Construction,2024-01-18 9:01
347,ESTABLISH AVE ,K4A0Y4,Ward 19,,,MINTO COMMUNITIES INC.,Rowhouse,Cumberland,"Construct a 2 Storey Rowhouse with attached garages  Models: Tahoe 3 2022 End DA,Monterey 2022 Mid DB,Haven 2022 Mid DC,Monterey 2022 Mid DE,Monterey 2022 Mid DE,Tahoe 4 2022 End DA",6,"1,154,434",8875,2400212,Construction,2024-01-18 9:01
349,ESTABLISH AVE ,K4A0Y4,Ward 19,,,MINTO COMMUNITIES INC.,Rowhouse,Cumberland,"Construct a 2 Storey Rowhouse with attached garages  Models: Tahoe 3 2022 End DA,Monterey 2022 Mid DB,Haven 2022 Mid DC,Monterey 2022 Mid DE,Monterey 2022 Mid DE,Tahoe 4 2022 End DA",6,"1,154,434",8875,2400212,Construction,2024-01-18 9:01
351,ESTABLISH AVE ,K4A0Y4,Ward 19,,,MINTO COMMUNITIES INC.,Rowhouse,Cumberland,"Construct a 2 Storey Rowhouse with attached garages  Models: Tahoe 3 2022 End DA,Monterey 2022 Mid DB,Haven 2022 Mid DC,Monterey 2022 Mid DE,Monterey 2022 Mid DE,Tahoe 4 2022 End DA",6,"1,154,434",8875,2400212,Construction,2024-01-18 9:01
353,ESTABLISH AVE ,K4A0Y4,Ward 19,,,MINTO COMMUNITIES INC.,Rowhouse,Cumberland,"Construct a 2 Storey Rowhouse with attached garages  Models: Tahoe 3 2022 End DA,Monterey 2022 Mid DB,Haven 2022 Mid DC,Monterey 2022 Mid DE,Monterey 2022 Mid DE,Tahoe 4 2022 End DA",6,"1,154,434",8875,2400212,Construction,2024-01-18 9:01
355,ESTABLISH AVE ,K4A0Y4,Ward 19,,,MINTO COMMUNITIES INC.,Rowhouse,Cumberland,"Construct a 2 Storey Rowhouse with attached garages  Models: Tahoe 3 2022 End DA,Monterey 2022 Mid DB,Haven 2022 Mid DC,Monterey 2022 Mid DE,Monterey 2022 Mid DE,Tahoe 4 2022 End DA",6,"1,154,434",8875,2400212,Construction,2024-01-18 9:01
68,WIGAN DR ,K2E6L1,Ward 9,412297,459,CONTRACTOR UNKNOWN,Single,Nepean,Construct a 1 storey addition to a 2 storey detached dwelling (Second Floor),0,"165,982",893,2400213,Construction,2024-01-18 9:24
381,ESTABLISH AVE ,K4A5M6,Ward 19,,,MINTO COMMUNITIES INC.,Rowhouse,Cumberland,"Construct a 2 Storey Rowhouse with attached garages  Models: Tahoe 4 2022 End DA,Monterey 2022 Mid DB,Laguna 2022 Mid DA,Laguna 2022 Mid DA,Haven 2022 Mid DC,Tahoe 4 2022 End DA",6,"1,158,792",8909,2400214,Construction,2024-01-18 9:32
383,ESTABLISH AVE ,K4A5M6,Ward 19,,,MINTO COMMUNITIES INC.,Rowhouse,Cumberland,"Construct a 2 Storey Rowhouse with attached garages  Models: Tahoe 4 2022 End DA,Monterey 2022 Mid DB,Laguna 2022 Mid DA,Laguna 2022 Mid DA,Haven 2022 Mid DC,Tahoe 4 2022 End DA",6,"1,158,792",8909,2400214,Construction,2024-01-18 9:32
385,ESTABLISH AVE ,K4A5M6,Ward 19,,,MINTO COMMUNITIES INC.,Rowhouse,Cumberland,"Construct a 2 Storey Rowhouse with attached garages  Models: Tahoe 4 2022 End DA,Monterey 2022 Mid DB,Laguna 2022 Mid DA,Laguna 2022 Mid DA,Haven 2022 Mid DC,Tahoe 4 2022 End DA",6,"1,158,792",8909,2400214,Construction,2024-01-18 9:32
387,ESTABLISH AVE ,K4A5M6,Ward 19,,,MINTO COMMUNITIES INC.,Rowhouse,Cumberland,"Construct a 2 Storey Rowhouse with attached garages  Models: Tahoe 4 2022 End DA,Monterey 2022 Mid DB,Laguna 2022 Mid DA,Laguna 2022 Mid DA,Haven 2022 Mid DC,Tahoe 4 2022 End DA",6,"1,158,792",8909,2400214,Construction,2024-01-18 9:32
389,ESTABLISH AVE ,K4A5M6,Ward 19,,,MINTO COMMUNITIES INC.,Rowhouse,Cumberland,"Construct a 2 Storey Rowhouse with attached garages  Models: Tahoe 4 2022 End DA,Monterey 2022 Mid DB,Laguna 2022 Mid DA,Laguna 2022 Mid DA,Haven 2022 Mid DC,Tahoe 4 2022 End DA",6,"1,158,792",8909,2400214,Construction,2024-01-18 9:32
391,ESTABLISH AVE ,K4A5M6,Ward 19,,,MINTO COMMUNITIES INC.,Rowhouse,Cumberland,"Construct a 2 Storey Rowhouse with attached garages  Models: Tahoe 4 2022 End DA,Monterey 2022 Mid DB,Laguna 2022 Mid DA,Laguna 2022 Mid DA,Haven 2022 Mid DC,Tahoe 4 2022 End DA",6,"1,158,792",8909,2400214,Construction,2024-01-18 9:32
31,CLAUDET CRES ,K1G4R5,Ward 10,4M-554,15,CONTRACTOR UNKNOWN,Single,Old Ottawa,Exterior alterations to a 1 storey detached dwelling (Addition of Walkout),0,"15,000",55,2400215,Construction,2024-01-18 9:46
350,ALBERT ST ,K1P0B2,Ward 14,3922,"26, 18",CONTRACTOR UNKNOWN,Office,Old Ottawa,Interior alterations to a 21 storey office building (Unit 410),0,"63,000",1373,2400216,Construction,2024-01-18 9:49
2847,RIVERSIDE DR ,K1V8N4,Ward 16,66,PT 44,CONTRACTOR UNKNOWN,Mixed,Old Ottawa,Construct a 2 storey commercial building on existing foundation and add rear addition - pharmacy and medical offices,0,"451,430",2676,2400217,Construction,2024-01-18 9:57
154,CHARLIE'S LANE ,K0A1L0,Ward 5,4M1184,51,MJOLNIR CONSTRUCTION,Other,West Carleton,Construct a deck (rear yard),0,"14,500",60,2400218,Construction,2024-01-18 9:59
25,YORK ST ,K1N5S7,Ward 12,4M-,4 AND 5,CONTRACTOR UNKNOWN,Retail,Old Ottawa,Interior alterations to 1st floor of existing 2 storey retail building,0,"200,000",2435,2400219,Construction,2024-01-18 10:00
10,SPYGLASS RIDGE ,K2S1R6,Ward 6,,,CROSSFORD CONSTRUCTION,Single,Goulbourn,"Interior alterations on the 1st floor of a 2 storey detached dwelling (Bathroom, kitchen and mudroom)",0,"40,000",527,2400220,Construction,2024-01-18 10:03
29,LAUREL ST E,K1R6T8,Ward 14,4M-,,CONTRACTOR UNKNOWN,Rowhouse,Old Ottawa,Interior alterations to a 2 storey rowhouse dwelling (structural work and new mudroom),0,"12,000",59,2400222,Construction,2024-01-18 10:12
780,DERREEN AVE ,K2S2Z1,Ward 6,4M-,,CONTRACTOR UNKNOWN,Single,West Carleton,Construct a secondary dwelling unit in the basement of a 2 storey detached dwelling,1,"30,000",604,2400223,Construction,2024-01-18 10:16
111,COLONNADE RD N,K2E7M3,Ward 9,,29,CONTRACTOR UNKNOWN,Office,Nepean,"Interior alterations to a 2 storey commercial building (Unit 200, HVAC and extend bathroom)",0,"20,000",1917,2400224,Construction,2024-01-18 10:26
10,ROTHWELL DR ,K1J7G4,Ward 11,652,171,CONTRACTOR UNKNOWN,Single,Gloucester,Exterior repairs to a detached garage (front yard),0,"25,000",108,2400225,Construction,2024-01-18 10:44
28,CLEMOW AVE ,K1S2B2,Ward 17,M40,30,CONTRACTOR UNKNOWN,Single,Old Ottawa,Interior alterations to a 1 storey detached dwelling (remove load bearing wall and install new support system including two posts and beam),0,"5,000",32,2400226,Construction,2024-01-18 10:57
22,ROTHWELL DR ,K1J7G4,Ward 11,652,"165, PT 166",CONTRACTOR UNKNOWN,Demolition,Gloucester,Demolish a 1 storey detached dwelling and detached garage (due to fire damage),-1,"5,000",-1749,2400227,Demolition,2024-01-18 11:17
132,MARLBOROUGH AVE ,K1N8G2,Ward 12,108257,116,CONTRACTOR UNKNOWN,Single,Old Ottawa,Construct an addition and interior alterations to a 2 storey detached dwelling,0,"201,930",1355,2400228,Construction,2024-01-18 12:03
2218,HARDING RD ,K1G3B4,Ward 18,756,192,CONTRACTOR UNKNOWN,Single,Old Ottawa,Construct an addition at the rear of a 2 storey detached dwelling and replace existing carport,0,"198,137",1066,2400229,Construction,2024-01-18 13:00
201,GABBRO CRES ,K2T0H3,Ward 4,4M-1489,159,CONTRACTOR UNKNOWN,Single,Kanata,Install solar panels on the roof of a 1 storey detached dwelling,0,"61,221",452,2400230,Construction,2024-01-18 13:39
338,ESTABLISH AVE ,K4A0Y4,Ward 19,,,MINTO COMMUNITIES ONTARIO,Rowhouse,Cumberland,Construct a 2 storey block of 4 rowhouse dwellings,4,"867,291",7777,2400231,Construction,2024-01-18 13:53
340,ESTABLISH AVE ,K4A0Y4,Ward 19,,,MINTO COMMUNITIES ONTARIO,Rowhouse,Cumberland,Construct a 2 storey block of 4 rowhouse dwellings,4,"867,291",7777,2400231,Construction,2024-01-18 13:53
342,ESTABLISH AVE ,K4A0Y4,Ward 19,,,MINTO COMMUNITIES ONTARIO,Rowhouse,Cumberland,Construct a 2 storey block of 4 rowhouse dwellings,4,"867,291",7777,2400231,Construction,2024-01-18 13:53
344,ESTABLISH AVE ,K4A0Y4,Ward 19,,,MINTO COMMUNITIES ONTARIO,Rowhouse,Cumberland,Construct a 2 storey block of 4 rowhouse dwellings,4,"867,291",7777,2400231,Construction,2024-01-18 13:53
700,CONFLUENCE WALK ,K4A5M6,Ward 19,4M-,,CONTRACTOR UNKNOWN,Rowhouse,Cumberland,Construct a 3 storey block of 12 back to back town homes,12,"1,978,476",17741,2400232,Construction,2024-01-18 13:57
702,CONFLUENCE WALK ,K4A5M6,Ward 19,4M-,,CONTRACTOR UNKNOWN,Rowhouse,Cumberland,Construct a 3 storey block of 12 back to back town homes,12,"1,978,476",17741,2400232,Construction,2024-01-18 13:57
704,CONFLUENCE WALK ,K4A5M6,Ward 19,4M-,,CONTRACTOR UNKNOWN,Rowhouse,Cumberland,Construct a 3 storey block of 12 back to back town homes,12,"1,978,476",17741,2400232,Construction,2024-01-18 13:57
706,CONFLUENCE WALK ,K4A5M6,Ward 19,4M-,,CONTRACTOR UNKNOWN,Rowhouse,Cumberland,Construct a 3 storey block of 12 back to back town homes,12,"1,978,476",17741,2400232,Construction,2024-01-18 13:57
708,CONFLUENCE WALK ,K4A5M6,Ward 19,4M-,,CONTRACTOR UNKNOWN,Rowhouse,Cumberland,Construct a 3 storey block of 12 back to back town homes,12,"1,978,476",17741,2400232,Construction,2024-01-18 13:57
710,CONFLUENCE WALK ,K4A5M6,Ward 19,4M-,,CONTRACTOR UNKNOWN,Rowhouse,Cumberland,Construct a 3 storey block of 12 back to back town homes,12,"1,978,476",17741,2400232,Construction,2024-01-18 13:57
801,GLISSADE GROVE ,K4A5M6,Ward 19,4M-,,CONTRACTOR UNKNOWN,Rowhouse,Cumberland,Construct a 3 storey block of 12 back to back town homes,12,"1,978,476",17741,2400232,Construction,2024-01-18 13:57
803,GLISSADE GROVE ,K4A5M6,Ward 19,4M-,,CONTRACTOR UNKNOWN,Rowhouse,Cumberland,Construct a 3 storey block of 12 back to back town homes,12,"1,978,476",17741,2400232,Construction,2024-01-18 13:57
805,GLISSADE GROVE ,K4A5M6,Ward 19,4M-,,CONTRACTOR UNKNOWN,Rowhouse,Cumberland,Construct a 3 storey block of 12 back to back town homes,12,"1,978,476",17741,2400232,Construction,2024-01-18 13:57
807,GLISSADE GROVE ,K4A5M6,Ward 19,4M-,,CONTRACTOR UNKNOWN,Rowhouse,Cumberland,Construct a 3 storey block of 12 back to back town homes,12,"1,978,476",17741,2400232,Construction,2024-01-18 13:57
809,GLISSADE GROVE ,K4A5M6,Ward 19,4M-,,CONTRACTOR UNKNOWN,Rowhouse,Cumberland,Construct a 3 storey block of 12 back to back town homes,12,"1,978,476",17741,2400232,Construction,2024-01-18 13:57
811,GLISSADE GROVE ,K4A5M6,Ward 19,4M-,,CONTRACTOR UNKNOWN,Rowhouse,Cumberland,Construct a 3 storey block of 12 back to back town homes,12,"1,978,476",17741,2400232,Construction,2024-01-18 13:57
41,YORK ST ,K1N5S7,Ward 12,42482,6,CONTRACTOR UNKNOWN,Mixed,Old Ottawa,PLUMBING ONLY: Install a Premise Isolation Backflow Prevention Device on the domestic cold water supply in a 4 storey mixed-use building,0,"5,000",0,2400233,Construction,2024-01-18 14:41
529,VILLANELLE RD ,K2S1J7,Ward 6,,Part Lot 25,TAMARACK DEVELOPMENT CORPORATION,Single,Ottawa,Construct a 2 storey detached dwelling with an attached garage,1,"404,640",2390,2400236,Construction,2024-01-18 15:11
11,ABBYWOOD CRT ,K0A1L0,Ward 5,5R12221,14,MALLETTE LANDSCAPING INC,Single,West Carleton,Install an enclosure for an inground pool (rear yard),0,0,0,2400237,Pool Enclosure,2024-01-18 15:51
374,WALDEN DR ,,Ward 4,4M-1570,,HN HOMES LIMITED PARTNERSHIP,Rowhouse,Kanata,"Construct a 2 Storey Rowhouse with attached garages  Models: Brighton 20-2-INT 2023,Weston 20-8 END 2023,Lynwood 20-3 END 2023,Holden 20-7 INT 2023",4,"774,170",6942,2400238,Construction,2024-01-19 9:18
376,WALDEN DR ,K2K,Ward 4,4M-1570,,HN HOMES LIMITED PARTNERSHIP,Rowhouse,Kanata,"Construct a 2 Storey Rowhouse with attached garages  Models: Brighton 20-2-INT 2023,Weston 20-8 END 2023,Lynwood 20-3 END 2023,Holden 20-7 INT 2023",4,"774,170",6942,2400238,Construction,2024-01-19 9:18
378,WALDEN DR ,,Ward 4,4M-1570,,HN HOMES LIMITED PARTNERSHIP,Rowhouse,Kanata,"Construct a 2 Storey Rowhouse with attached garages  Models: Brighton 20-2-INT 2023,Weston 20-8 END 2023,Lynwood 20-3 END 2023,Holden 20-7 INT 2023",4,"774,170",6942,2400238,Construction,2024-01-19 9:18
380,WALDEN DR ,,Ward 4,4M-1570,,HN HOMES LIMITED PARTNERSHIP,Rowhouse,Kanata,"Construct a 2 Storey Rowhouse with attached garages  Models: Brighton 20-2-INT 2023,Weston 20-8 END 2023,Lynwood 20-3 END 2023,Holden 20-7 INT 2023",4,"774,170",6942,2400238,Construction,2024-01-19 9:18
2210,BANK ST ,K1V1J5,Ward 10,4M944,5,CONTRACTOR UNKNOWN,Retail,Old Ottawa,Interior alterations to a 1 storey retail buidling (New UPS in existing Walmart),0,"50,000",363,2400239,Construction,2024-01-19 9:42
246,ANCASTER AVE ,K2B5B4,Ward 7,407,305,CONTRACTOR UNKNOWN,Demolition,Old Ottawa,Demolish a 2 storey detached dwelling and detached garage,-1,"5,000",-893,2400240,Demolition,2024-01-19 9:48
246,ANCASTER AVE ,K2B5B4,Ward 7,407,305,CONTRACTOR UNKNOWN,Single,Old Ottawa,Construct a 2 storey detached dwelling,1,"676,850",5011,2400241,Construction,2024-01-19 9:48
3556,CONROY RD ,K1T3S8,Ward 10,,,CONTRACTOR UNKNOWN,Demolition,Gloucester,Demolish a 1 storey detached dwelling,-1,"35,000",-958,2400242,Demolition,2024-01-19 10:07
4:00 AM,HURON AVE N,K1Y0V9,Ward 15,152206,539,CONTRACTOR UNKNOWN,Semi - Detached,Old Ottawa,PLUMBING ONLY: Connect to city services,0,"2,500",0,2400243,Construction,2024-01-19 10:49
47,WILLIAM ST ,K1N6Z9,Ward 12,42482,11,HORIZON PLUMBING & PIPING SYSTEMS,Retail,Old Ottawa,PLUMBING ONLY: Install a premise isolation backflow prevention device on the domestic water entry of a 2 storey retail building,0,"1,900",0,2400244,Construction,2024-01-19 11:15
24,CHARING RD ,K2G0Z5,Ward 9,506463,21,CONTRACTOR UNKNOWN,Single,Nepean,Interior alterations to a 1 storey detached dwelling,0,"60,000",2476,2400245,Construction,2024-01-19 11:30
93,HENDERSON AVE ,K1N7P5,Ward 12,37221,19,CONTRACTOR UNKNOWN,Demolition,Old Ottawa,Demolish a 2 storey accessory building (rear garage),0,"3,000",-592,2400247,Demolition,2024-01-19 11:42
1,PIETY HILL WAY ,K2R1E3,Ward 21,4M321,4,***CONTRACTOR***,Single,Nepean,Construct an attached 3 car garage to a 2 storey detached dwelling,0,"80,000",1948,2400249,Construction,2024-01-19 11:57
1900 B ,BROADMOOR AVE ,,Ward 18,620,19,CONTRACTOR UNKNOWN,Single,Old Ottawa,Construct 2 additions and an additional dwelling unit on a 1 storey detached dwelling,1,"303,729",4175,2400250,Construction,2024-01-19 12:54
1900,BROADMOOR AVE ,K1H5B4,Ward 18,620,19,CONTRACTOR UNKNOWN,Single,Old Ottawa,Construct 2 additions and an additional dwelling unit on a 1 storey detached dwelling,1,"303,729",4175,2400250,Construction,2024-01-19 12:54
